LTER_site,local_site,logger,date,yr,mon,doy,met,d1cr_temp,d1cr_flag,qa_temp,qa_flag
NWT,d1,cr21x,1996-12-03,1996,12,338,airtemp_max,-14.29,NA,-14.29,NA
NWT,d1,cr21x,1996-12-04,1996,12,339,airtemp_max,-16.45,NA,-16.45,NA
NWT,d1,cr21x,1996-12-05,1996,12,340,airtemp_max,-9.29,NA,-9.29,NA
NWT,d1,cr21x,1996-12-06,1996,12,341,airtemp_max,-12.11,NA,-12.11,NA
NWT,d1,cr21x,1996-12-07,1996,12,342,airtemp_max,-9.84,NA,-9.84,NA
NWT,d1,cr21x,1996-12-08,1996,12,343,airtemp_max,-1.328,NA,-1.328,NA
NWT,d1,cr21x,1996-12-09,1996,12,344,airtemp_max,-2.296,NA,-2.296,NA
NWT,d1,cr21x,1996-12-10,1996,12,345,airtemp_max,-4.483,NA,-4.483,NA
NWT,d1,cr21x,1996-12-11,1996,12,346,airtemp_max,-5.394,NA,-5.394,NA
NWT,d1,cr21x,1996-12-12,1996,12,347,airtemp_max,-5.673,NA,-5.673,NA
NWT,d1,cr21x,1996-12-13,1996,12,348,airtemp_max,-4.622,NA,-4.622,NA
NWT,d1,cr21x,1996-12-14,1996,12,349,airtemp_max,-8.98,NA,-8.98,NA
NWT,d1,cr21x,1996-12-15,1996,12,350,airtemp_max,-15.42,NA,-15.42,NA
NWT,d1,cr21x,1996-12-16,1996,12,351,airtemp_max,-14.83,NA,-14.83,NA
NWT,d1,cr21x,1996-12-17,1996,12,352,airtemp_max,-29.55,NA,-29.55,NA
NWT,d1,cr21x,1996-12-18,1996,12,353,airtemp_max,-22.54,NA,-22.54,NA
NWT,d1,cr21x,1996-12-19,1996,12,354,airtemp_max,-18.74,NA,-18.74,NA
NWT,d1,cr21x,1996-12-20,1996,12,355,airtemp_max,-11.44,NA,-11.44,NA
NWT,d1,cr21x,1996-12-21,1996,12,356,airtemp_max,-10.25,NA,-10.25,NA
NWT,d1,cr21x,1996-12-22,1996,12,357,airtemp_max,-10.94,NA,-10.94,NA
NWT,d1,cr21x,1996-12-23,1996,12,358,airtemp_max,-11.94,NA,-11.94,NA
NWT,d1,cr21x,1996-12-24,1996,12,359,airtemp_max,-12.57,NA,-12.57,NA
NWT,d1,cr21x,1996-12-25,1996,12,360,airtemp_max,-6.613,NA,-6.613,NA
NWT,d1,cr21x,1996-12-26,1996,12,361,airtemp_max,-4.033,NA,-4.033,NA
NWT,d1,cr21x,1996-12-27,1996,12,362,airtemp_max,-5.095,NA,-5.095,NA
NWT,d1,cr21x,1996-12-28,1996,12,363,airtemp_max,-8.06,NA,-8.06,NA
NWT,d1,cr21x,1996-12-29,1996,12,364,airtemp_max,-3.685,NA,-3.685,NA
NWT,d1,cr21x,1996-12-30,1996,12,365,airtemp_max,-2.008,NA,-2.008,NA
NWT,d1,cr21x,1996-12-31,1996,12,366,airtemp_max,-1.956,NA,-1.956,NA
NWT,d1,cr21x,1997-01-01,1997,1,1,airtemp_max,2.381,NA,2.381,NA
NWT,d1,cr21x,1997-01-02,1997,1,2,airtemp_max,1.43,NA,1.43,NA
NWT,d1,cr21x,1997-01-03,1997,1,3,airtemp_max,-0.97,NA,-0.97,NA
NWT,d1,cr21x,1997-01-04,1997,1,4,airtemp_max,-11.91,NA,-11.91,NA
NWT,d1,cr21x,1997-01-05,1997,1,5,airtemp_max,-17.21,NA,-17.21,NA
NWT,d1,cr21x,1997-01-06,1997,1,6,airtemp_max,-14.76,NA,-14.76,NA
NWT,d1,cr21x,1997-01-07,1997,1,7,airtemp_max,-16.46,NA,-16.46,NA
NWT,d1,cr21x,1997-01-08,1997,1,8,airtemp_max,-17.95,NA,-17.95,NA
NWT,d1,cr21x,1997-01-09,1997,1,9,airtemp_max,-10.46,NA,-10.46,NA
NWT,d1,cr21x,1997-01-10,1997,1,10,airtemp_max,-9.88,NA,-9.88,NA
NWT,d1,cr21x,1997-01-11,1997,1,11,airtemp_max,-13.5,NA,-13.5,NA
NWT,d1,cr21x,1997-01-12,1997,1,12,airtemp_max,-12.27,NA,-12.27,NA
NWT,d1,cr21x,1997-01-13,1997,1,13,airtemp_max,-6.981,NA,-6.981,NA
NWT,d1,cr21x,1997-01-14,1997,1,14,airtemp_max,-9.99,NA,-9.99,NA
NWT,d1,cr21x,1997-01-15,1997,1,15,airtemp_max,-15.02,NA,-15.02,NA
NWT,d1,cr21x,1997-01-16,1997,1,16,airtemp_max,-13.18,NA,-13.18,NA
NWT,d1,cr21x,1997-01-17,1997,1,17,airtemp_max,-8.64,NA,-8.64,NA
NWT,d1,cr21x,1997-01-18,1997,1,18,airtemp_max,-2.637,NA,-2.637,NA
NWT,d1,cr21x,1997-01-19,1997,1,19,airtemp_max,1.603,NA,1.603,NA
NWT,d1,cr21x,1997-01-20,1997,1,20,airtemp_max,-3.353,NA,-3.353,NA
NWT,d1,cr21x,1997-01-21,1997,1,21,airtemp_max,-10.72,NA,-10.72,NA
NWT,d1,cr21x,1997-01-22,1997,1,22,airtemp_max,-10.29,NA,-10.29,NA
NWT,d1,cr21x,1997-01-23,1997,1,23,airtemp_max,-9.14,NA,-9.14,NA
NWT,d1,cr21x,1997-01-24,1997,1,24,airtemp_max,-14.47,NA,-14.47,NA
NWT,d1,cr21x,1997-01-25,1997,1,25,airtemp_max,-6.814,NA,-6.814,NA
NWT,d1,cr21x,1997-01-26,1997,1,26,airtemp_max,-3.704,NA,-3.704,NA
NWT,d1,cr21x,1997-01-27,1997,1,27,airtemp_max,-7.62,NA,-7.62,NA
NWT,d1,cr21x,1997-01-28,1997,1,28,airtemp_max,-9.05,NA,-9.05,NA
NWT,d1,cr21x,1997-01-29,1997,1,29,airtemp_max,-7.7,NA,-7.7,NA
NWT,d1,cr21x,1997-01-30,1997,1,30,airtemp_max,-4.351,NA,-4.351,NA
NWT,d1,cr21x,1997-01-31,1997,1,31,airtemp_max,-5.259,NA,-5.259,NA
NWT,d1,cr21x,1997-02-01,1997,2,32,airtemp_max,-6.258,NA,-6.258,NA
NWT,d1,cr21x,1997-02-02,1997,2,33,airtemp_max,-6.417,NA,-6.417,NA
NWT,d1,cr21x,1997-02-03,1997,2,34,airtemp_max,-10.89,NA,-10.89,NA
NWT,d1,cr21x,1997-02-04,1997,2,35,airtemp_max,-13.1,NA,-13.1,NA
NWT,d1,cr21x,1997-02-05,1997,2,36,airtemp_max,-8.18,NA,-8.18,NA
NWT,d1,cr21x,1997-02-06,1997,2,37,airtemp_max,-7.73,NA,-7.73,NA
NWT,d1,cr21x,1997-02-07,1997,2,38,airtemp_max,-13.03,NA,-13.03,NA
NWT,d1,cr21x,1997-02-08,1997,2,39,airtemp_max,-9.8,NA,-9.8,NA
NWT,d1,cr21x,1997-02-09,1997,2,40,airtemp_max,-12.95,NA,-12.95,NA
NWT,d1,cr21x,1997-02-10,1997,2,41,airtemp_max,-11,NA,-11,NA
NWT,d1,cr21x,1997-02-11,1997,2,42,airtemp_max,-10.61,NA,-10.61,NA
NWT,d1,cr21x,1997-02-12,1997,2,43,airtemp_max,-9.49,NA,-9.49,NA
NWT,d1,cr21x,1997-02-13,1997,2,44,airtemp_max,-9.97,NA,-9.97,NA
NWT,d1,cr21x,1997-02-14,1997,2,45,airtemp_max,-12.2,NA,-12.2,NA
NWT,d1,cr21x,1997-02-15,1997,2,46,airtemp_max,-8.45,NA,-8.45,NA
NWT,d1,cr21x,1997-02-16,1997,2,47,airtemp_max,-4.773,NA,-4.773,NA
NWT,d1,cr21x,1997-02-17,1997,2,48,airtemp_max,-5.551,NA,-5.551,NA
NWT,d1,cr21x,1997-02-18,1997,2,49,airtemp_max,-5.432,NA,-5.432,NA
NWT,d1,cr21x,1997-02-19,1997,2,50,airtemp_max,-5.68,NA,-5.68,NA
NWT,d1,cr21x,1997-02-20,1997,2,51,airtemp_max,-10.17,NA,-10.17,NA
NWT,d1,cr21x,1997-02-21,1997,2,52,airtemp_max,-18.4,NA,-18.4,NA
NWT,d1,cr21x,1997-02-22,1997,2,53,airtemp_max,-13.67,NA,-13.67,NA
NWT,d1,cr21x,1997-02-23,1997,2,54,airtemp_max,-11.83,NA,-11.83,NA
NWT,d1,cr21x,1997-02-24,1997,2,55,airtemp_max,-13.1,NA,-13.1,NA
NWT,d1,cr21x,1997-02-25,1997,2,56,airtemp_max,-0.005,NA,-0.005,NA
NWT,d1,cr21x,1997-02-26,1997,2,57,airtemp_max,-5.785,NA,-5.785,NA
NWT,d1,cr21x,1997-02-27,1997,2,58,airtemp_max,-7.98,NA,-7.98,NA
NWT,d1,cr21x,1997-02-28,1997,2,59,airtemp_max,-10.12,NA,-10.12,NA
NWT,d1,cr21x,1997-03-01,1997,3,60,airtemp_max,-14.74,NA,-14.74,NA
NWT,d1,cr21x,1997-03-02,1997,3,61,airtemp_max,-7.21,NA,-7.21,NA
NWT,d1,cr21x,1997-03-03,1997,3,62,airtemp_max,-13.17,NA,-13.17,NA
NWT,d1,cr21x,1997-03-04,1997,3,63,airtemp_max,-17.56,NA,-17.56,NA
NWT,d1,cr21x,1997-03-05,1997,3,64,airtemp_max,-12.31,NA,-12.31,NA
NWT,d1,cr21x,1997-03-06,1997,3,65,airtemp_max,-4.909,NA,-4.909,NA
NWT,d1,cr21x,1997-03-07,1997,3,66,airtemp_max,-7.29,NA,-7.29,NA
NWT,d1,cr21x,1997-03-08,1997,3,67,airtemp_max,-6.092,NA,-6.092,NA
NWT,d1,cr21x,1997-03-09,1997,3,68,airtemp_max,-7.33,NA,-7.33,NA
NWT,d1,cr21x,1997-03-10,1997,3,69,airtemp_max,-3.675,NA,-3.675,NA
NWT,d1,cr21x,1997-03-11,1997,3,70,airtemp_max,4.274,NA,4.274,NA
NWT,d1,cr21x,1997-03-12,1997,3,71,airtemp_max,0.599,NA,0.599,NA
NWT,d1,cr21x,1997-03-13,1997,3,72,airtemp_max,-4.871,NA,-4.871,NA
NWT,d1,cr21x,1997-03-14,1997,3,73,airtemp_max,-10.71,NA,-10.71,NA
NWT,d1,cr21x,1997-03-15,1997,3,74,airtemp_max,-4.666,NA,-4.666,NA
NWT,d1,cr21x,1997-03-16,1997,3,75,airtemp_max,-1.46,NA,-1.46,NA
NWT,d1,cr21x,1997-03-17,1997,3,76,airtemp_max,-1.966,NA,-1.966,NA
NWT,d1,cr21x,1997-03-18,1997,3,77,airtemp_max,-3.786,NA,-3.786,NA
NWT,d1,cr21x,1997-03-19,1997,3,78,airtemp_max,1.757,NA,1.757,NA
NWT,d1,cr21x,1997-03-20,1997,3,79,airtemp_max,5.302,NA,5.302,NA
NWT,d1,cr21x,1997-03-21,1997,3,80,airtemp_max,2.767,NA,2.767,NA
NWT,d1,cr21x,1997-03-22,1997,3,81,airtemp_max,2.533,NA,2.533,NA
NWT,d1,cr21x,1997-03-23,1997,3,82,airtemp_max,2.842,NA,2.842,NA
NWT,d1,cr21x,1997-03-24,1997,3,83,airtemp_max,-0.771,NA,-0.771,NA
NWT,d1,cr21x,1997-03-25,1997,3,84,airtemp_max,-7.89,NA,-7.89,NA
NWT,d1,cr21x,1997-03-26,1997,3,85,airtemp_max,4.148,NA,4.148,NA
NWT,d1,cr21x,1997-03-27,1997,3,86,airtemp_max,-4.09,NA,-4.09,NA
NWT,d1,cr21x,1997-03-28,1997,3,87,airtemp_max,-4.167,NA,-4.167,NA
NWT,d1,cr21x,1997-03-29,1997,3,88,airtemp_max,-8.34,NA,-8.34,NA
NWT,d1,cr21x,1997-03-30,1997,3,89,airtemp_max,-3.487,NA,-3.487,NA
NWT,d1,cr21x,1997-03-31,1997,3,90,airtemp_max,1.703,NA,1.703,NA
NWT,d1,cr21x,1997-04-01,1997,4,91,airtemp_max,-6.428,NA,-6.428,NA
NWT,d1,cr21x,1997-04-02,1997,4,92,airtemp_max,-5.854,NA,-5.854,NA
NWT,d1,cr21x,1997-04-03,1997,4,93,airtemp_max,2.108,NA,2.108,NA
NWT,d1,cr21x,1997-04-04,1997,4,94,airtemp_max,0.13,NA,0.13,NA
NWT,d1,cr21x,1997-04-05,1997,4,95,airtemp_max,-10.73,NA,-10.73,NA
NWT,d1,cr21x,1997-04-06,1997,4,96,airtemp_max,-14.74,NA,-14.74,NA
NWT,d1,cr21x,1997-04-07,1997,4,97,airtemp_max,-10.24,NA,-10.24,NA
NWT,d1,cr21x,1997-04-08,1997,4,98,airtemp_max,-6.492,NA,-6.492,NA
NWT,d1,cr21x,1997-04-09,1997,4,99,airtemp_max,-2.987,NA,-2.987,NA
NWT,d1,cr21x,1997-04-10,1997,4,100,airtemp_max,-2.546,NA,-2.546,NA
NWT,d1,cr21x,1997-04-11,1997,4,101,airtemp_max,-8.81,NA,-8.81,NA
NWT,d1,cr21x,1997-04-12,1997,4,102,airtemp_max,-8.33,NA,-8.33,NA
NWT,d1,cr21x,1997-04-13,1997,4,103,airtemp_max,-11.97,NA,-11.97,NA
NWT,d1,cr21x,1997-04-14,1997,4,104,airtemp_max,-6.322,NA,-6.322,NA
NWT,d1,cr21x,1997-04-15,1997,4,105,airtemp_max,-3.276,NA,-3.276,NA
NWT,d1,cr21x,1997-04-16,1997,4,106,airtemp_max,-1.107,NA,-1.107,NA
NWT,d1,cr21x,1997-04-17,1997,4,107,airtemp_max,2.648,NA,2.648,NA
NWT,d1,cr21x,1997-04-18,1997,4,108,airtemp_max,3.913,NA,3.913,NA
NWT,d1,cr21x,1997-04-19,1997,4,109,airtemp_max,1.834,NA,1.834,NA
NWT,d1,cr21x,1997-04-20,1997,4,110,airtemp_max,4.426,NA,4.426,NA
NWT,d1,cr21x,1997-04-21,1997,4,111,airtemp_max,1.805,NA,1.805,NA
NWT,d1,cr21x,1997-04-22,1997,4,112,airtemp_max,-4.752,NA,-4.752,NA
NWT,d1,cr21x,1997-04-23,1997,4,113,airtemp_max,-0.138,NA,-0.138,NA
NWT,d1,cr21x,1997-04-24,1997,4,114,airtemp_max,-4.265,NA,-4.265,NA
NWT,d1,cr21x,1997-04-25,1997,4,115,airtemp_max,2.921,NA,2.921,NA
NWT,d1,cr21x,1997-04-26,1997,4,116,airtemp_max,3.067,NA,3.067,NA
NWT,d1,cr21x,1997-04-27,1997,4,117,airtemp_max,1.06,NA,1.06,NA
NWT,d1,cr21x,1997-04-28,1997,4,118,airtemp_max,3.923,NA,3.923,NA
NWT,d1,cr21x,1997-04-29,1997,4,119,airtemp_max,4.255,NA,4.255,NA
NWT,d1,cr21x,1997-04-30,1997,4,120,airtemp_max,-5.104,NA,-5.104,NA
NWT,d1,cr21x,1997-05-01,1997,5,121,airtemp_max,-1.615,NA,-1.615,NA
NWT,d1,cr21x,1997-05-02,1997,5,122,airtemp_max,-7.09,NA,-7.09,NA
NWT,d1,cr21x,1997-05-03,1997,5,123,airtemp_max,-2.92,NA,-2.92,NA
NWT,d1,cr21x,1997-05-04,1997,5,124,airtemp_max,4.723,NA,4.723,NA
NWT,d1,cr21x,1997-05-05,1997,5,125,airtemp_max,5.844,NA,5.844,NA
NWT,d1,cr21x,1997-05-06,1997,5,126,airtemp_max,6.076,NA,6.076,NA
NWT,d1,cr21x,1997-05-07,1997,5,127,airtemp_max,3.398,NA,3.398,NA
NWT,d1,cr21x,1997-05-08,1997,5,128,airtemp_max,3.941,NA,3.941,NA
NWT,d1,cr21x,1997-05-09,1997,5,129,airtemp_max,6.57,NA,6.57,NA
NWT,d1,cr21x,1997-05-10,1997,5,130,airtemp_max,8.24,NA,8.24,NA
NWT,d1,cr21x,1997-05-11,1997,5,131,airtemp_max,4.356,NA,4.356,NA
NWT,d1,cr21x,1997-05-12,1997,5,132,airtemp_max,1.547,NA,1.547,NA
NWT,d1,cr21x,1997-05-13,1997,5,133,airtemp_max,5.749,NA,5.749,NA
NWT,d1,cr21x,1997-05-14,1997,5,134,airtemp_max,5.255,NA,5.255,NA
NWT,d1,cr21x,1997-05-15,1997,5,135,airtemp_max,6.898,NA,6.898,NA
NWT,d1,cr21x,1997-05-16,1997,5,136,airtemp_max,15.38,NA,15.38,NA
NWT,d1,cr21x,1997-05-17,1997,5,137,airtemp_max,7.94,NA,7.94,NA
NWT,d1,cr21x,1997-05-18,1997,5,138,airtemp_max,7.94,NA,7.94,NA
NWT,d1,cr21x,1997-05-19,1997,5,139,airtemp_max,6.318,NA,6.318,NA
NWT,d1,cr21x,1997-05-20,1997,5,140,airtemp_max,7.61,NA,7.61,NA
NWT,d1,cr21x,1997-05-21,1997,5,141,airtemp_max,7.83,NA,7.83,NA
NWT,d1,cr21x,1997-05-22,1997,5,142,airtemp_max,4.478,NA,4.478,NA
NWT,d1,cr21x,1997-05-23,1997,5,143,airtemp_max,5.531,NA,5.531,NA
NWT,d1,cr21x,1997-05-24,1997,5,144,airtemp_max,4.865,NA,4.865,NA
NWT,d1,cr21x,1997-05-25,1997,5,145,airtemp_max,3.484,NA,3.484,NA
NWT,d1,cr21x,1997-05-26,1997,5,146,airtemp_max,1.2,NA,1.2,NA
NWT,d1,cr21x,1997-05-27,1997,5,147,airtemp_max,4.326,NA,4.326,NA
NWT,d1,cr21x,1997-05-28,1997,5,148,airtemp_max,5.297,NA,5.297,NA
NWT,d1,cr21x,1997-05-29,1997,5,149,airtemp_max,11.5,NA,NA,comparative deviance
NWT,d1,cr21x,1997-05-30,1997,5,150,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-05-31,1997,5,151,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-01,1997,6,152,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-02,1997,6,153,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-03,1997,6,154,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-04,1997,6,155,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-05,1997,6,156,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-06,1997,6,157,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-07,1997,6,158,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-08,1997,6,159,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-09,1997,6,160,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-10,1997,6,161,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-11,1997,6,162,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-12,1997,6,163,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-13,1997,6,164,airtemp_max,NA,NA,NA,NA
NWT,d1,cr21x,1997-06-14,1997,6,165,airtemp_max,17.7,NA,NA,comparative deviance
NWT,d1,cr21x,1997-06-15,1997,6,166,airtemp_max,7.72,NA,7.72,NA
NWT,d1,cr21x,1997-06-16,1997,6,167,airtemp_max,8.3,NA,8.3,NA
NWT,d1,cr21x,1997-06-17,1997,6,168,airtemp_max,9.07,NA,9.07,NA
NWT,d1,cr21x,1997-06-18,1997,6,169,airtemp_max,12.6,NA,12.6,NA
NWT,d1,cr21x,1997-06-19,1997,6,170,airtemp_max,13.09,NA,13.09,NA
NWT,d1,cr21x,1997-06-20,1997,6,171,airtemp_max,13.98,NA,13.98,NA
NWT,d1,cr21x,1997-06-21,1997,6,172,airtemp_max,13.96,NA,13.96,NA
NWT,d1,cr21x,1997-06-22,1997,6,173,airtemp_max,15.14,NA,15.14,NA
NWT,d1,cr21x,1997-06-23,1997,6,174,airtemp_max,13.8,NA,13.8,NA
NWT,d1,cr21x,1997-06-24,1997,6,175,airtemp_max,11.26,NA,11.26,NA
NWT,d1,cr21x,1997-06-25,1997,6,176,airtemp_max,11.71,NA,11.71,NA
NWT,d1,cr21x,1997-06-26,1997,6,177,airtemp_max,13.22,NA,13.22,NA
NWT,d1,cr21x,1997-06-27,1997,6,178,airtemp_max,13.25,NA,13.25,NA
NWT,d1,cr21x,1997-06-28,1997,6,179,airtemp_max,13.63,NA,13.63,NA
NWT,d1,cr21x,1997-06-29,1997,6,180,airtemp_max,14.01,NA,14.01,NA
NWT,d1,cr21x,1997-06-30,1997,6,181,airtemp_max,15.61,NA,15.61,NA
NWT,d1,cr21x,1997-07-01,1997,7,182,airtemp_max,8.13,NA,8.13,NA
NWT,d1,cr21x,1997-07-02,1997,7,183,airtemp_max,13.7,NA,13.7,NA
NWT,d1,cr21x,1997-07-03,1997,7,184,airtemp_max,9.89,NA,9.89,NA
NWT,d1,cr21x,1997-07-04,1997,7,185,airtemp_max,12.07,NA,12.07,NA
NWT,d1,cr21x,1997-07-05,1997,7,186,airtemp_max,11.34,NA,11.34,NA
NWT,d1,cr21x,1997-07-06,1997,7,187,airtemp_max,13.8,NA,13.8,NA
NWT,d1,cr21x,1997-07-07,1997,7,188,airtemp_max,17.4,NA,17.4,NA
NWT,d1,cr21x,1997-07-08,1997,7,189,airtemp_max,15.08,NA,15.08,NA
NWT,d1,cr21x,1997-07-09,1997,7,190,airtemp_max,14.66,NA,14.66,NA
NWT,d1,cr21x,1997-07-10,1997,7,191,airtemp_max,15.95,NA,15.95,NA
NWT,d1,cr21x,1997-07-11,1997,7,192,airtemp_max,9.85,NA,9.85,NA
NWT,d1,cr21x,1997-07-12,1997,7,193,airtemp_max,12.43,NA,12.43,NA
NWT,d1,cr21x,1997-07-13,1997,7,194,airtemp_max,12.09,NA,12.09,NA
NWT,d1,cr21x,1997-07-14,1997,7,195,airtemp_max,15.02,NA,15.02,NA
NWT,d1,cr21x,1997-07-15,1997,7,196,airtemp_max,17.48,NA,17.48,NA
NWT,d1,cr21x,1997-07-16,1997,7,197,airtemp_max,17.84,NA,17.84,NA
NWT,d1,cr21x,1997-07-17,1997,7,198,airtemp_max,17.64,NA,17.64,NA
NWT,d1,cr21x,1997-07-18,1997,7,199,airtemp_max,13.95,NA,13.95,NA
NWT,d1,cr21x,1997-07-19,1997,7,200,airtemp_max,11.82,NA,11.82,NA
NWT,d1,cr21x,1997-07-20,1997,7,201,airtemp_max,15.01,NA,15.01,NA
NWT,d1,cr21x,1997-07-21,1997,7,202,airtemp_max,15.62,NA,15.62,NA
NWT,d1,cr21x,1997-07-22,1997,7,203,airtemp_max,16.24,NA,16.24,NA
NWT,d1,cr21x,1997-07-23,1997,7,204,airtemp_max,15.23,NA,15.23,NA
NWT,d1,cr21x,1997-07-24,1997,7,205,airtemp_max,14.84,NA,14.84,NA
NWT,d1,cr21x,1997-07-25,1997,7,206,airtemp_max,14.53,NA,14.53,NA
NWT,d1,cr21x,1997-07-26,1997,7,207,airtemp_max,15.6,NA,15.6,NA
NWT,d1,cr21x,1997-07-27,1997,7,208,airtemp_max,11.25,NA,11.25,NA
NWT,d1,cr21x,1997-07-28,1997,7,209,airtemp_max,18.64,NA,NA,comparative deviance
NWT,d1,cr21x,1997-07-29,1997,7,210,airtemp_max,21.42,NA,NA,comparative deviance
NWT,d1,cr21x,1997-07-30,1997,7,211,airtemp_max,17.5,NA,17.5,NA
NWT,d1,cr21x,1997-07-31,1997,7,212,airtemp_max,14.42,NA,14.42,NA
NWT,d1,cr21x,1997-08-01,1997,8,213,airtemp_max,13.25,NA,13.25,NA
NWT,d1,cr21x,1997-08-02,1997,8,214,airtemp_max,15.03,NA,15.03,NA
NWT,d1,cr21x,1997-08-03,1997,8,215,airtemp_max,15.26,NA,15.26,NA
NWT,d1,cr21x,1997-08-04,1997,8,216,airtemp_max,14.07,NA,14.07,NA
NWT,d1,cr21x,1997-08-05,1997,8,217,airtemp_max,14.91,NA,14.91,NA
NWT,d1,cr21x,1997-08-06,1997,8,218,airtemp_max,11.16,NA,11.16,NA
NWT,d1,cr21x,1997-08-07,1997,8,219,airtemp_max,36.07,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-08,1997,8,220,airtemp_max,12.51,NA,12.51,NA
NWT,d1,cr21x,1997-08-09,1997,8,221,airtemp_max,30.52,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-10,1997,8,222,airtemp_max,25.76,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-11,1997,8,223,airtemp_max,23.12,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-12,1997,8,224,airtemp_max,16.5,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-13,1997,8,225,airtemp_max,13,NA,13,NA
NWT,d1,cr21x,1997-08-14,1997,8,226,airtemp_max,18.03,NA,NA,comparative deviance
NWT,d1,cr21x,1997-08-15,1997,8,227,airtemp_max,11.82,NA,11.82,NA
NWT,d1,cr21x,1997-08-16,1997,8,228,airtemp_max,13.02,NA,13.02,NA
NWT,d1,cr21x,1997-08-17,1997,8,229,airtemp_max,11.26,NA,11.26,NA
NWT,d1,cr21x,1997-08-18,1997,8,230,airtemp_max,11.86,NA,11.86,NA
NWT,d1,cr21x,1997-08-19,1997,8,231,airtemp_max,9.88,NA,9.88,NA
NWT,d1,cr21x,1997-08-20,1997,8,232,airtemp_max,14.61,NA,14.61,NA
NWT,d1,cr21x,1997-08-21,1997,8,233,airtemp_max,13.19,NA,13.19,NA
NWT,d1,cr21x,1997-08-22,1997,8,234,airtemp_max,13.82,NA,13.82,NA
NWT,d1,cr21x,1997-08-23,1997,8,235,airtemp_max,15.51,NA,15.51,NA
NWT,d1,cr21x,1997-08-24,1997,8,236,airtemp_max,15.24,NA,15.24,NA
NWT,d1,cr21x,1997-08-25,1997,8,237,airtemp_max,14.39,NA,14.39,NA
NWT,d1,cr21x,1997-08-26,1997,8,238,airtemp_max,13.86,NA,13.86,NA
NWT,d1,cr21x,1997-08-27,1997,8,239,airtemp_max,17.35,NA,17.35,NA
NWT,d1,cr21x,1997-08-28,1997,8,240,airtemp_max,15.87,NA,15.87,NA
NWT,d1,cr21x,1997-08-29,1997,8,241,airtemp_max,12.57,NA,12.57,NA
NWT,d1,cr21x,1997-08-30,1997,8,242,airtemp_max,13.71,NA,13.71,NA
NWT,d1,cr21x,1997-08-31,1997,8,243,airtemp_max,11.44,NA,11.44,NA
NWT,d1,cr21x,1997-09-01,1997,9,244,airtemp_max,90.8,NA,NA,outside detection limit
NWT,d1,cr21x,1997-09-02,1997,9,245,airtemp_max,90,NA,NA,outside detection limit
NWT,d1,cr21x,1997-09-03,1997,9,246,airtemp_max,14.87,NA,14.87,NA
NWT,d1,cr21x,1997-09-04,1997,9,247,airtemp_max,12.31,NA,12.31,NA
NWT,d1,cr21x,1997-09-05,1997,9,248,airtemp_max,14.43,NA,14.43,NA
NWT,d1,cr21x,1997-09-06,1997,9,249,airtemp_max,27.9,NA,NA,comparative deviance
NWT,d1,cr21x,1997-09-07,1997,9,250,airtemp_max,11.61,NA,11.61,NA
NWT,d1,cr21x,1997-09-08,1997,9,251,airtemp_max,22.07,NA,NA,comparative deviance
NWT,d1,cr21x,1997-09-09,1997,9,252,airtemp_max,29.96,NA,NA,comparative deviance
NWT,d1,cr21x,1997-09-10,1997,9,253,airtemp_max,15.28,NA,15.28,NA
NWT,d1,cr21x,1997-09-11,1997,9,254,airtemp_max,14.78,NA,14.78,NA
NWT,d1,cr21x,1997-09-12,1997,9,255,airtemp_max,31.84,NA,NA,comparative deviance
NWT,d1,cr21x,1997-09-13,1997,9,256,airtemp_max,12.21,NA,12.21,NA
NWT,d1,cr21x,1997-09-14,1997,9,257,airtemp_max,12.61,NA,12.61,NA
NWT,d1,cr21x,1997-09-15,1997,9,258,airtemp_max,23.71,NA,NA,comparative deviance
NWT,d1,cr21x,1997-09-16,1997,9,259,airtemp_max,67.55,NA,NA,outside detection limit
NWT,d1,cr21x,1997-09-17,1997,9,260,airtemp_max,10.49,NA,10.49,NA
NWT,d1,cr21x,1997-09-18,1997,9,261,airtemp_max,87.8,NA,NA,outside detection limit
