LTER_site,local_site,date,yr,mon,doy,met,d1_temp,d1_flag,qa_temp,qa_flag
NWT,d1,1959-10-01,1959,10,274,airtemp_max,-2,A,NA,NA
NWT,d1,1959-10-02,1959,10,275,airtemp_max,-4,A,NA,NA
NWT,d1,1959-10-03,1959,10,276,airtemp_max,-3,A,NA,NA
NWT,d1,1959-10-04,1959,10,277,airtemp_max,-1,A,NA,NA
NWT,d1,1959-10-05,1959,10,278,airtemp_max,1,A,NA,NA
NWT,d1,1959-10-06,1959,10,279,airtemp_max,2,A,NA,NA
NWT,d1,1959-10-07,1959,10,280,airtemp_max,-3,A,NA,NA
NWT,d1,1959-10-08,1959,10,281,airtemp_max,-3,A,NA,NA
NWT,d1,1959-10-09,1959,10,282,airtemp_max,-2,A,NA,NA
NWT,d1,1959-10-10,1959,10,283,airtemp_max,-3,A,NA,NA
NWT,d1,1959-10-11,1959,10,284,airtemp_max,0,A,NA,NA
NWT,d1,1959-10-12,1959,10,285,airtemp_max,0,A,NA,NA
NWT,d1,1959-10-13,1959,10,286,airtemp_max,-3,A,NA,NA
NWT,d1,1959-10-14,1959,10,287,airtemp_max,-2,A,NA,NA
NWT,d1,1959-10-15,1959,10,288,airtemp_max,1,A,NA,NA
NWT,d1,1959-10-16,1959,10,289,airtemp_max,0,A,NA,NA
NWT,d1,1959-10-17,1959,10,290,airtemp_max,1,A,NA,NA
NWT,d1,1959-10-18,1959,10,291,airtemp_max,3,A,NA,NA
NWT,d1,1959-10-19,1959,10,292,airtemp_max,7,A,NA,NA
NWT,d1,1959-10-20,1959,10,293,airtemp_max,3,A,NA,NA
NWT,d1,1959-10-21,1959,10,294,airtemp_max,-1,A,NA,NA
NWT,d1,1959-10-22,1959,10,295,airtemp_max,-1,A,NA,NA
NWT,d1,1959-10-23,1959,10,296,airtemp_max,-1,A,NA,NA
NWT,d1,1959-10-24,1959,10,297,airtemp_max,2,A,NA,NA
NWT,d1,1959-10-25,1959,10,298,airtemp_max,5,A,NA,NA
NWT,d1,1959-10-26,1959,10,299,airtemp_max,0,A,NA,NA
NWT,d1,1959-10-27,1959,10,300,airtemp_max,2,A,NA,NA
NWT,d1,1959-10-28,1959,10,301,airtemp_max,-1,A,NA,NA
NWT,d1,1959-10-29,1959,10,302,airtemp_max,-6,A,NA,NA
NWT,d1,1959-10-30,1959,10,303,airtemp_max,-6,A,NA,NA
NWT,d1,1959-10-31,1959,10,304,airtemp_max,0,A,NA,NA
NWT,d1,1959-11-01,1959,11,305,airtemp_max,-1,A,NA,NA
NWT,d1,1959-11-02,1959,11,306,airtemp_max,2,A,NA,NA
NWT,d1,1959-11-03,1959,11,307,airtemp_max,-2,A,NA,NA
NWT,d1,1959-11-04,1959,11,308,airtemp_max,-8,A,NA,NA
NWT,d1,1959-11-05,1959,11,309,airtemp_max,-16,A,NA,NA
NWT,d1,1959-11-06,1959,11,310,airtemp_max,-7,A,NA,NA
NWT,d1,1959-11-07,1959,11,311,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-08,1959,11,312,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-09,1959,11,313,airtemp_max,-2,A,NA,NA
NWT,d1,1959-11-10,1959,11,314,airtemp_max,-3,A,NA,NA
NWT,d1,1959-11-11,1959,11,315,airtemp_max,-3,A,NA,NA
NWT,d1,1959-11-12,1959,11,316,airtemp_max,-2,A,NA,NA
NWT,d1,1959-11-13,1959,11,317,airtemp_max,-7,A,NA,NA
NWT,d1,1959-11-14,1959,11,318,airtemp_max,-5,A,NA,NA
NWT,d1,1959-11-15,1959,11,319,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-16,1959,11,320,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-17,1959,11,321,airtemp_max,-2,A,NA,NA
NWT,d1,1959-11-18,1959,11,322,airtemp_max,1,A,NA,NA
NWT,d1,1959-11-19,1959,11,323,airtemp_max,0,A,NA,NA
NWT,d1,1959-11-20,1959,11,324,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-21,1959,11,325,airtemp_max,-3,A,NA,NA
NWT,d1,1959-11-22,1959,11,326,airtemp_max,-11,A,NA,NA
NWT,d1,1959-11-23,1959,11,327,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-24,1959,11,328,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-25,1959,11,329,airtemp_max,-8,A,NA,NA
NWT,d1,1959-11-26,1959,11,330,airtemp_max,-21,A,NA,NA
NWT,d1,1959-11-27,1959,11,331,airtemp_max,-15,A,NA,NA
NWT,d1,1959-11-28,1959,11,332,airtemp_max,-6,A,NA,NA
NWT,d1,1959-11-29,1959,11,333,airtemp_max,-10,A,NA,NA
NWT,d1,1959-11-30,1959,11,334,airtemp_max,-8,A,NA,NA
NWT,d1,1959-12-01,1959,12,335,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-02,1959,12,336,airtemp_max,0,A,NA,NA
NWT,d1,1959-12-03,1959,12,337,airtemp_max,-1,A,NA,NA
NWT,d1,1959-12-04,1959,12,338,airtemp_max,-11,A,NA,NA
NWT,d1,1959-12-05,1959,12,339,airtemp_max,-15,A,NA,NA
NWT,d1,1959-12-06,1959,12,340,airtemp_max,-7,A,NA,NA
NWT,d1,1959-12-07,1959,12,341,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-08,1959,12,342,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-09,1959,12,343,airtemp_max,-3,A,NA,NA
NWT,d1,1959-12-10,1959,12,344,airtemp_max,-6,A,NA,NA
NWT,d1,1959-12-11,1959,12,345,airtemp_max,-7,A,NA,NA
NWT,d1,1959-12-12,1959,12,346,airtemp_max,-3,A,NA,NA
NWT,d1,1959-12-13,1959,12,347,airtemp_max,-6,A,NA,NA
NWT,d1,1959-12-14,1959,12,348,airtemp_max,-7,A,NA,NA
NWT,d1,1959-12-15,1959,12,349,airtemp_max,0,A,NA,NA
NWT,d1,1959-12-16,1959,12,350,airtemp_max,1,A,NA,NA
NWT,d1,1959-12-17,1959,12,351,airtemp_max,0,A,NA,NA
NWT,d1,1959-12-18,1959,12,352,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-19,1959,12,353,airtemp_max,-8,A,NA,NA
NWT,d1,1959-12-20,1959,12,354,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-21,1959,12,355,airtemp_max,-5,A,NA,NA
NWT,d1,1959-12-22,1959,12,356,airtemp_max,-8,A,NA,NA
NWT,d1,1959-12-23,1959,12,357,airtemp_max,-6,A,NA,NA
NWT,d1,1959-12-24,1959,12,358,airtemp_max,-2,A,NA,NA
NWT,d1,1959-12-25,1959,12,359,airtemp_max,-3,A,NA,NA
NWT,d1,1959-12-26,1959,12,360,airtemp_max,-8,A,NA,NA
NWT,d1,1959-12-27,1959,12,361,airtemp_max,-14,A,NA,NA
NWT,d1,1959-12-28,1959,12,362,airtemp_max,-11,A,NA,NA
NWT,d1,1959-12-29,1959,12,363,airtemp_max,-14,A,NA,NA
NWT,d1,1959-12-30,1959,12,364,airtemp_max,-8,A,NA,NA
NWT,d1,1959-12-31,1959,12,365,airtemp_max,-6,A,NA,NA
NWT,d1,1960-01-01,1960,1,1,airtemp_max,-15,A,NA,NA
NWT,d1,1960-01-02,1960,1,2,airtemp_max,-20.82146988,B,NA,NA
NWT,d1,1960-01-03,1960,1,3,airtemp_max,-18.82344032,B,NA,NA
NWT,d1,1960-01-04,1960,1,4,airtemp_max,-14.87982366,B,NA,NA
NWT,d1,1960-01-05,1960,1,5,airtemp_max,-16.28106647,B,NA,NA
NWT,d1,1960-01-06,1960,1,6,airtemp_max,-9.587406638,B,NA,NA
NWT,d1,1960-01-07,1960,1,7,airtemp_max,-9.587406638,B,NA,NA
NWT,d1,1960-01-08,1960,1,8,airtemp_max,-4.657885812,B,NA,NA
NWT,d1,1960-01-09,1960,1,9,airtemp_max,-3.282864225,B,NA,NA
NWT,d1,1960-01-10,1960,1,10,airtemp_max,-5,A,NA,NA
NWT,d1,1960-01-11,1960,1,11,airtemp_max,-6,A,NA,NA
NWT,d1,1960-01-12,1960,1,12,airtemp_max,-8,A,NA,NA
NWT,d1,1960-01-13,1960,1,13,airtemp_max,-7,A,NA,NA
NWT,d1,1960-01-14,1960,1,14,airtemp_max,-12,A,NA,NA
NWT,d1,1960-01-15,1960,1,15,airtemp_max,-10,A,NA,NA
NWT,d1,1960-01-16,1960,1,16,airtemp_max,-15,A,NA,NA
NWT,d1,1960-01-17,1960,1,17,airtemp_max,-21,A,NA,NA
NWT,d1,1960-01-18,1960,1,18,airtemp_max,-24,A,NA,NA
NWT,d1,1960-01-19,1960,1,19,airtemp_max,-22,A,NA,NA
NWT,d1,1960-01-20,1960,1,20,airtemp_max,-19,A,NA,NA
NWT,d1,1960-01-21,1960,1,21,airtemp_max,-8,A,NA,NA
NWT,d1,1960-01-22,1960,1,22,airtemp_max,-9,A,NA,NA
NWT,d1,1960-01-23,1960,1,23,airtemp_max,-13,A,NA,NA
NWT,d1,1960-01-24,1960,1,24,airtemp_max,-9,A,NA,NA
NWT,d1,1960-01-25,1960,1,25,airtemp_max,-6,A,NA,NA
NWT,d1,1960-01-26,1960,1,26,airtemp_max,-10,A,NA,NA
NWT,d1,1960-01-27,1960,1,27,airtemp_max,-10,A,NA,NA
NWT,d1,1960-01-28,1960,1,28,airtemp_max,-8,A,NA,NA
NWT,d1,1960-01-29,1960,1,29,airtemp_max,-2,A,NA,NA
NWT,d1,1960-01-30,1960,1,30,airtemp_max,0,A,NA,NA
NWT,d1,1960-01-31,1960,1,31,airtemp_max,-10,A,NA,NA
NWT,d1,1960-02-01,1960,2,32,airtemp_max,-12,A,NA,NA
NWT,d1,1960-02-02,1960,2,33,airtemp_max,-10,A,NA,NA
NWT,d1,1960-02-03,1960,2,34,airtemp_max,-12,A,NA,NA
NWT,d1,1960-02-04,1960,2,35,airtemp_max,-8,A,NA,NA
NWT,d1,1960-02-05,1960,2,36,airtemp_max,-10,A,NA,NA
NWT,d1,1960-02-06,1960,2,37,airtemp_max,-12,A,NA,NA
NWT,d1,1960-02-07,1960,2,38,airtemp_max,-6,A,NA,NA
NWT,d1,1960-02-08,1960,2,39,airtemp_max,-7,A,NA,NA
NWT,d1,1960-02-09,1960,2,40,airtemp_max,-8,A,NA,NA
NWT,d1,1960-02-10,1960,2,41,airtemp_max,-13,A,NA,NA
NWT,d1,1960-02-11,1960,2,42,airtemp_max,-13,A,NA,NA
NWT,d1,1960-02-12,1960,2,43,airtemp_max,-14,A,NA,NA
NWT,d1,1960-02-13,1960,2,44,airtemp_max,-8,A,NA,NA
NWT,d1,1960-02-14,1960,2,45,airtemp_max,-11,A,NA,NA
NWT,d1,1960-02-15,1960,2,46,airtemp_max,-15,A,NA,NA
NWT,d1,1960-02-16,1960,2,47,airtemp_max,-16,A,NA,NA
NWT,d1,1960-02-17,1960,2,48,airtemp_max,-21,A,NA,NA
NWT,d1,1960-02-18,1960,2,49,airtemp_max,-15,A,NA,NA
NWT,d1,1960-02-19,1960,2,50,airtemp_max,-8,A,NA,NA
NWT,d1,1960-02-20,1960,2,51,airtemp_max,-16,A,NA,NA
NWT,d1,1960-02-21,1960,2,52,airtemp_max,-15,A,NA,NA
NWT,d1,1960-02-22,1960,2,53,airtemp_max,-18,A,NA,NA
NWT,d1,1960-02-23,1960,2,54,airtemp_max,-19,A,NA,NA
NWT,d1,1960-02-24,1960,2,55,airtemp_max,-25,A,NA,NA
NWT,d1,1960-02-25,1960,2,56,airtemp_max,-19,A,NA,NA
NWT,d1,1960-02-26,1960,2,57,airtemp_max,-18,A,NA,NA
NWT,d1,1960-02-27,1960,2,58,airtemp_max,-19,A,NA,NA
NWT,d1,1960-02-28,1960,2,59,airtemp_max,-19,A,NA,NA
NWT,d1,1960-02-29,1960,2,60,airtemp_max,-12,A,NA,NA
NWT,d1,1960-03-01,1960,3,61,airtemp_max,-9,A,NA,NA
NWT,d1,1960-03-02,1960,3,62,airtemp_max,-14,A,NA,NA
NWT,d1,1960-03-03,1960,3,63,airtemp_max,-12,A,NA,NA
NWT,d1,1960-03-04,1960,3,64,airtemp_max,-10,A,NA,NA
NWT,d1,1960-03-05,1960,3,65,airtemp_max,-8,A,NA,NA
NWT,d1,1960-03-06,1960,3,66,airtemp_max,-8,A,NA,NA
NWT,d1,1960-03-07,1960,3,67,airtemp_max,-3,A,NA,NA
NWT,d1,1960-03-08,1960,3,68,airtemp_max,-6,A,NA,NA
NWT,d1,1960-03-09,1960,3,69,airtemp_max,-8,A,NA,NA
NWT,d1,1960-03-10,1960,3,70,airtemp_max,-10,A,NA,NA
NWT,d1,1960-03-11,1960,3,71,airtemp_max,-9,A,NA,NA
NWT,d1,1960-03-12,1960,3,72,airtemp_max,-8.848221667,B,NA,NA
NWT,d1,1960-03-13,1960,3,73,airtemp_max,-6,A,NA,NA
NWT,d1,1960-03-14,1960,3,74,airtemp_max,-7,A,NA,NA
NWT,d1,1960-03-15,1960,3,75,airtemp_max,-19,A,NA,NA
NWT,d1,1960-03-16,1960,3,76,airtemp_max,-17,A,NA,NA
NWT,d1,1960-03-17,1960,3,77,airtemp_max,-12,A,NA,NA
NWT,d1,1960-03-18,1960,3,78,airtemp_max,-9,A,NA,NA
NWT,d1,1960-03-19,1960,3,79,airtemp_max,-5,A,NA,NA
NWT,d1,1960-03-20,1960,3,80,airtemp_max,0,A,NA,NA
NWT,d1,1960-03-21,1960,3,81,airtemp_max,-1,A,NA,NA
NWT,d1,1960-03-22,1960,3,82,airtemp_max,-2,A,NA,NA
NWT,d1,1960-03-23,1960,3,83,airtemp_max,-2,A,NA,NA
NWT,d1,1960-03-24,1960,3,84,airtemp_max,0,A,NA,NA
NWT,d1,1960-03-25,1960,3,85,airtemp_max,-1,A,NA,NA
NWT,d1,1960-03-26,1960,3,86,airtemp_max,1,A,NA,NA
NWT,d1,1960-03-27,1960,3,87,airtemp_max,2,A,NA,NA
NWT,d1,1960-03-28,1960,3,88,airtemp_max,-2,A,NA,NA
NWT,d1,1960-03-29,1960,3,89,airtemp_max,-10,A,NA,NA
NWT,d1,1960-03-30,1960,3,90,airtemp_max,-1,A,NA,NA
NWT,d1,1960-03-31,1960,3,91,airtemp_max,-5,A,NA,NA
NWT,d1,1960-04-01,1960,4,92,airtemp_max,-12,A,NA,NA
NWT,d1,1960-04-02,1960,4,93,airtemp_max,-11,A,NA,NA
NWT,d1,1960-04-03,1960,4,94,airtemp_max,-5,A,NA,NA
NWT,d1,1960-04-04,1960,4,95,airtemp_max,-2,A,NA,NA
NWT,d1,1960-04-05,1960,4,96,airtemp_max,0,A,NA,NA
NWT,d1,1960-04-06,1960,4,97,airtemp_max,1,A,NA,NA
NWT,d1,1960-04-07,1960,4,98,airtemp_max,2,A,NA,NA
NWT,d1,1960-04-08,1960,4,99,airtemp_max,0,A,NA,NA
NWT,d1,1960-04-09,1960,4,100,airtemp_max,3,A,NA,NA
NWT,d1,1960-04-10,1960,4,101,airtemp_max,4,A,NA,NA
NWT,d1,1960-04-11,1960,4,102,airtemp_max,3,A,NA,NA
NWT,d1,1960-04-12,1960,4,103,airtemp_max,-1,A,NA,NA
NWT,d1,1960-04-13,1960,4,104,airtemp_max,-1,A,NA,NA
NWT,d1,1960-04-14,1960,4,105,airtemp_max,1,A,NA,NA
NWT,d1,1960-04-15,1960,4,106,airtemp_max,0,A,NA,NA
NWT,d1,1960-04-16,1960,4,107,airtemp_max,-6,A,NA,NA
NWT,d1,1960-04-17,1960,4,108,airtemp_max,-3,A,NA,NA
NWT,d1,1960-04-18,1960,4,109,airtemp_max,2,A,NA,NA
NWT,d1,1960-04-19,1960,4,110,airtemp_max,3,A,NA,NA
NWT,d1,1960-04-20,1960,4,111,airtemp_max,1,A,NA,NA
NWT,d1,1960-04-21,1960,4,112,airtemp_max,6,A,NA,NA
NWT,d1,1960-04-22,1960,4,113,airtemp_max,7,A,NA,NA
NWT,d1,1960-04-23,1960,4,114,airtemp_max,4,A,NA,NA
NWT,d1,1960-04-24,1960,4,115,airtemp_max,-2,A,NA,NA
NWT,d1,1960-04-25,1960,4,116,airtemp_max,-10,A,NA,NA
NWT,d1,1960-04-26,1960,4,117,airtemp_max,-3,A,NA,NA
NWT,d1,1960-04-27,1960,4,118,airtemp_max,-4,A,NA,NA
NWT,d1,1960-04-28,1960,4,119,airtemp_max,-6,A,NA,NA
NWT,d1,1960-04-29,1960,4,120,airtemp_max,-9,A,NA,NA
NWT,d1,1960-04-30,1960,4,121,airtemp_max,-5,A,NA,NA
NWT,d1,1960-05-01,1960,5,122,airtemp_max,-4,A,NA,NA
NWT,d1,1960-05-02,1960,5,123,airtemp_max,0,A,NA,NA
NWT,d1,1960-05-03,1960,5,124,airtemp_max,-2,A,NA,NA
NWT,d1,1960-05-04,1960,5,125,airtemp_max,-2,A,NA,NA
NWT,d1,1960-05-05,1960,5,126,airtemp_max,-5,A,NA,NA
NWT,d1,1960-05-06,1960,5,127,airtemp_max,-5,A,NA,NA
NWT,d1,1960-05-07,1960,5,128,airtemp_max,0,A,NA,NA
NWT,d1,1960-05-08,1960,5,129,airtemp_max,2,A,NA,NA
NWT,d1,1960-05-09,1960,5,130,airtemp_max,3,A,NA,NA
NWT,d1,1960-05-10,1960,5,131,airtemp_max,5,A,NA,NA
NWT,d1,1960-05-11,1960,5,132,airtemp_max,8,A,NA,NA
NWT,d1,1960-05-12,1960,5,133,airtemp_max,10,A,NA,NA
NWT,d1,1960-05-13,1960,5,134,airtemp_max,8,A,NA,NA
NWT,d1,1960-05-14,1960,5,135,airtemp_max,5,A,NA,NA
NWT,d1,1960-05-15,1960,5,136,airtemp_max,4,A,NA,NA
NWT,d1,1960-05-16,1960,5,137,airtemp_max,1,A,NA,NA
NWT,d1,1960-05-17,1960,5,138,airtemp_max,2,A,NA,NA
NWT,d1,1960-05-18,1960,5,139,airtemp_max,-1,A,NA,NA
NWT,d1,1960-05-19,1960,5,140,airtemp_max,-6,A,NA,NA
NWT,d1,1960-05-20,1960,5,141,airtemp_max,-3,A,NA,NA
NWT,d1,1960-05-21,1960,5,142,airtemp_max,6,A,NA,NA
NWT,d1,1960-05-22,1960,5,143,airtemp_max,5,A,NA,NA
NWT,d1,1960-05-23,1960,5,144,airtemp_max,7,A,NA,NA
NWT,d1,1960-05-24,1960,5,145,airtemp_max,1,A,NA,NA
NWT,d1,1960-05-25,1960,5,146,airtemp_max,1,A,NA,NA
NWT,d1,1960-05-26,1960,5,147,airtemp_max,4,A,NA,NA
NWT,d1,1960-05-27,1960,5,148,airtemp_max,7,A,NA,NA
NWT,d1,1960-05-28,1960,5,149,airtemp_max,4,A,NA,NA
NWT,d1,1960-05-29,1960,5,150,airtemp_max,6,A,NA,NA
NWT,d1,1960-05-30,1960,5,151,airtemp_max,10,A,NA,NA
NWT,d1,1960-05-31,1960,5,152,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-01,1960,6,153,airtemp_max,9,A,NA,NA
NWT,d1,1960-06-02,1960,6,154,airtemp_max,10,A,NA,NA
NWT,d1,1960-06-03,1960,6,155,airtemp_max,12,A,NA,NA
NWT,d1,1960-06-04,1960,6,156,airtemp_max,11,A,NA,NA
NWT,d1,1960-06-05,1960,6,157,airtemp_max,8,A,NA,NA
NWT,d1,1960-06-06,1960,6,158,airtemp_max,8,A,NA,NA
NWT,d1,1960-06-07,1960,6,159,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-08,1960,6,160,airtemp_max,4,A,NA,NA
NWT,d1,1960-06-09,1960,6,161,airtemp_max,8,A,NA,NA
NWT,d1,1960-06-10,1960,6,162,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-11,1960,6,163,airtemp_max,5,A,NA,NA
NWT,d1,1960-06-12,1960,6,164,airtemp_max,0,A,NA,NA
NWT,d1,1960-06-13,1960,6,165,airtemp_max,9,A,NA,NA
NWT,d1,1960-06-14,1960,6,166,airtemp_max,9,A,NA,NA
NWT,d1,1960-06-15,1960,6,167,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-16,1960,6,168,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-17,1960,6,169,airtemp_max,12,A,NA,NA
NWT,d1,1960-06-18,1960,6,170,airtemp_max,11,A,NA,NA
NWT,d1,1960-06-19,1960,6,171,airtemp_max,13,A,NA,NA
NWT,d1,1960-06-20,1960,6,172,airtemp_max,14,A,NA,NA
NWT,d1,1960-06-21,1960,6,173,airtemp_max,9,A,NA,NA
NWT,d1,1960-06-22,1960,6,174,airtemp_max,10,A,NA,NA
NWT,d1,1960-06-23,1960,6,175,airtemp_max,7,A,NA,NA
NWT,d1,1960-06-24,1960,6,176,airtemp_max,9,A,NA,NA
NWT,d1,1960-06-25,1960,6,177,airtemp_max,13,A,NA,NA
NWT,d1,1960-06-26,1960,6,178,airtemp_max,12,A,NA,NA
NWT,d1,1960-06-27,1960,6,179,airtemp_max,12,A,NA,NA
NWT,d1,1960-06-28,1960,6,180,airtemp_max,16,A,NA,NA
NWT,d1,1960-06-29,1960,6,181,airtemp_max,15,A,NA,NA
NWT,d1,1960-06-30,1960,6,182,airtemp_max,12,A,NA,NA
NWT,d1,1960-07-01,1960,7,183,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-02,1960,7,184,airtemp_max,15,A,NA,NA
NWT,d1,1960-07-03,1960,7,185,airtemp_max,10,A,NA,NA
NWT,d1,1960-07-04,1960,7,186,airtemp_max,8,A,NA,NA
NWT,d1,1960-07-05,1960,7,187,airtemp_max,7,A,NA,NA
NWT,d1,1960-07-06,1960,7,188,airtemp_max,7,A,NA,NA
NWT,d1,1960-07-07,1960,7,189,airtemp_max,7,A,NA,NA
NWT,d1,1960-07-08,1960,7,190,airtemp_max,10,A,NA,NA
NWT,d1,1960-07-09,1960,7,191,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-10,1960,7,192,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-11,1960,7,193,airtemp_max,9,A,NA,NA
NWT,d1,1960-07-12,1960,7,194,airtemp_max,7,A,NA,NA
NWT,d1,1960-07-13,1960,7,195,airtemp_max,7,A,NA,NA
NWT,d1,1960-07-14,1960,7,196,airtemp_max,11,A,NA,NA
NWT,d1,1960-07-15,1960,7,197,airtemp_max,12,A,NA,NA
NWT,d1,1960-07-16,1960,7,198,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-17,1960,7,199,airtemp_max,11,A,NA,NA
NWT,d1,1960-07-18,1960,7,200,airtemp_max,11,A,NA,NA
NWT,d1,1960-07-19,1960,7,201,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-20,1960,7,202,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-21,1960,7,203,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-22,1960,7,204,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-23,1960,7,205,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-24,1960,7,206,airtemp_max,12,A,NA,NA
NWT,d1,1960-07-25,1960,7,207,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-26,1960,7,208,airtemp_max,16,A,NA,NA
NWT,d1,1960-07-27,1960,7,209,airtemp_max,16,A,NA,NA
NWT,d1,1960-07-28,1960,7,210,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-29,1960,7,211,airtemp_max,14,A,NA,NA
NWT,d1,1960-07-30,1960,7,212,airtemp_max,13,A,NA,NA
NWT,d1,1960-07-31,1960,7,213,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-01,1960,8,214,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-02,1960,8,215,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-03,1960,8,216,airtemp_max,16,A,NA,NA
NWT,d1,1960-08-04,1960,8,217,airtemp_max,15,A,NA,NA
NWT,d1,1960-08-05,1960,8,218,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-06,1960,8,219,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-07,1960,8,220,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-08,1960,8,221,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-09,1960,8,222,airtemp_max,11,A,NA,NA
NWT,d1,1960-08-10,1960,8,223,airtemp_max,12,A,NA,NA
NWT,d1,1960-08-11,1960,8,224,airtemp_max,11,A,NA,NA
NWT,d1,1960-08-12,1960,8,225,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-13,1960,8,226,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-14,1960,8,227,airtemp_max,12,A,NA,NA
NWT,d1,1960-08-15,1960,8,228,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-16,1960,8,229,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-17,1960,8,230,airtemp_max,2,A,NA,NA
NWT,d1,1960-08-18,1960,8,231,airtemp_max,11,A,NA,NA
NWT,d1,1960-08-19,1960,8,232,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-20,1960,8,233,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-21,1960,8,234,airtemp_max,17,A,NA,NA
NWT,d1,1960-08-22,1960,8,235,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-23,1960,8,236,airtemp_max,9,A,NA,NA
NWT,d1,1960-08-24,1960,8,237,airtemp_max,10,A,NA,NA
NWT,d1,1960-08-25,1960,8,238,airtemp_max,7,A,NA,NA
NWT,d1,1960-08-26,1960,8,239,airtemp_max,12,A,NA,NA
NWT,d1,1960-08-27,1960,8,240,airtemp_max,13,A,NA,NA
NWT,d1,1960-08-28,1960,8,241,airtemp_max,11,A,NA,NA
NWT,d1,1960-08-29,1960,8,242,airtemp_max,12,A,NA,NA
NWT,d1,1960-08-30,1960,8,243,airtemp_max,14,A,NA,NA
NWT,d1,1960-08-31,1960,8,244,airtemp_max,16,A,NA,NA
NWT,d1,1960-09-01,1960,9,245,airtemp_max,16,A,NA,NA
NWT,d1,1960-09-02,1960,9,246,airtemp_max,14,A,NA,NA
NWT,d1,1960-09-03,1960,9,247,airtemp_max,14,A,NA,NA
NWT,d1,1960-09-04,1960,9,248,airtemp_max,16,A,NA,NA
NWT,d1,1960-09-05,1960,9,249,airtemp_max,15,A,NA,NA
NWT,d1,1960-09-06,1960,9,250,airtemp_max,14,A,NA,NA
NWT,d1,1960-09-07,1960,9,251,airtemp_max,10,A,NA,NA
NWT,d1,1960-09-08,1960,9,252,airtemp_max,11,A,NA,NA
NWT,d1,1960-09-09,1960,9,253,airtemp_max,8,A,NA,NA
NWT,d1,1960-09-10,1960,9,254,airtemp_max,12,A,NA,NA
NWT,d1,1960-09-11,1960,9,255,airtemp_max,6,A,NA,NA
NWT,d1,1960-09-12,1960,9,256,airtemp_max,9,A,NA,NA
NWT,d1,1960-09-13,1960,9,257,airtemp_max,9,A,NA,NA
NWT,d1,1960-09-14,1960,9,258,airtemp_max,8,A,NA,NA
NWT,d1,1960-09-15,1960,9,259,airtemp_max,4,A,NA,NA
NWT,d1,1960-09-16,1960,9,260,airtemp_max,5,A,NA,NA
NWT,d1,1960-09-17,1960,9,261,airtemp_max,4,A,NA,NA
NWT,d1,1960-09-18,1960,9,262,airtemp_max,5,A,NA,NA
NWT,d1,1960-09-19,1960,9,263,airtemp_max,9,A,NA,NA
NWT,d1,1960-09-20,1960,9,264,airtemp_max,7,A,NA,NA
NWT,d1,1960-09-21,1960,9,265,airtemp_max,8,A,NA,NA
NWT,d1,1960-09-22,1960,9,266,airtemp_max,4,A,NA,NA
NWT,d1,1960-09-23,1960,9,267,airtemp_max,0,A,NA,NA
NWT,d1,1960-09-24,1960,9,268,airtemp_max,2,A,NA,NA
NWT,d1,1960-09-25,1960,9,269,airtemp_max,9,A,NA,NA
