LTER_site,local_site,logger,date,yr,mon,doy,met,c1cr_temp,c1cr_flag,qa_temp,qa_flag
NWT,c1,cr21x,1991-05-20,1991,5,140,airtemp_max,15.68,NA,15.68,NA
NWT,c1,cr21x,1991-05-21,1991,5,141,airtemp_max,16.61,NA,16.61,NA
NWT,c1,cr21x,1991-05-22,1991,5,142,airtemp_max,13.29,NA,13.29,NA
NWT,c1,cr21x,1991-05-23,1991,5,143,airtemp_max,10.37,NA,10.37,NA
NWT,c1,cr21x,1991-05-24,1991,5,144,airtemp_max,9.37,NA,9.37,NA
NWT,c1,cr21x,1991-05-25,1991,5,145,airtemp_max,16.47,NA,16.47,NA
NWT,c1,cr21x,1991-05-26,1991,5,146,airtemp_max,15.11,NA,15.11,NA
NWT,c1,cr21x,1991-05-27,1991,5,147,airtemp_max,10.09,NA,10.09,NA
NWT,c1,cr21x,1991-05-28,1991,5,148,airtemp_max,14.85,NA,14.85,NA
NWT,c1,cr21x,1991-05-29,1991,5,149,airtemp_max,15.75,NA,15.75,NA
NWT,c1,cr21x,1991-05-30,1991,5,150,airtemp_max,15.02,NA,15.02,NA
NWT,c1,cr21x,1991-05-31,1991,5,151,airtemp_max,10.03,NA,10.03,NA
NWT,c1,cr21x,1991-06-01,1991,6,152,airtemp_max,7.81,NA,7.81,NA
NWT,c1,cr21x,1991-06-02,1991,6,153,airtemp_max,10.41,NA,10.41,NA
NWT,c1,cr21x,1991-06-03,1991,6,154,airtemp_max,11,NA,11,NA
NWT,c1,cr21x,1991-06-04,1991,6,155,airtemp_max,16.01,NA,16.01,NA
NWT,c1,cr21x,1991-06-05,1991,6,156,airtemp_max,16.85,NA,16.85,NA
NWT,c1,cr21x,1991-06-06,1991,6,157,airtemp_max,10.49,NA,10.49,NA
NWT,c1,cr21x,1991-06-07,1991,6,158,airtemp_max,14.77,NA,14.77,NA
NWT,c1,cr21x,1991-06-08,1991,6,159,airtemp_max,18.02,NA,18.02,NA
NWT,c1,cr21x,1991-06-09,1991,6,160,airtemp_max,19.6,NA,19.6,NA
NWT,c1,cr21x,1991-06-10,1991,6,161,airtemp_max,13.99,NA,13.99,NA
NWT,c1,cr21x,1991-06-11,1991,6,162,airtemp_max,20.2,NA,20.2,NA
NWT,c1,cr21x,1991-06-12,1991,6,163,airtemp_max,20.78,NA,20.78,NA
NWT,c1,cr21x,1991-06-13,1991,6,164,airtemp_max,20.23,NA,20.23,NA
NWT,c1,cr21x,1991-06-14,1991,6,165,airtemp_max,17.62,NA,17.62,NA
NWT,c1,cr21x,1991-06-15,1991,6,166,airtemp_max,16.73,NA,16.73,NA
NWT,c1,cr21x,1991-06-16,1991,6,167,airtemp_max,18.66,NA,18.66,NA
NWT,c1,cr21x,1991-06-17,1991,6,168,airtemp_max,20.61,NA,20.61,NA
NWT,c1,cr21x,1991-06-18,1991,6,169,airtemp_max,21.17,NA,21.17,NA
NWT,c1,cr21x,1991-06-19,1991,6,170,airtemp_max,20.51,NA,20.51,NA
NWT,c1,cr21x,1991-06-20,1991,6,171,airtemp_max,22.61,NA,22.61,NA
NWT,c1,cr21x,1991-06-21,1991,6,172,airtemp_max,18.73,NA,18.73,NA
NWT,c1,cr21x,1991-06-22,1991,6,173,airtemp_max,20.34,NA,20.34,NA
NWT,c1,cr21x,1991-06-23,1991,6,174,airtemp_max,19.84,NA,19.84,NA
NWT,c1,cr21x,1991-06-24,1991,6,175,airtemp_max,22.97,NA,22.97,NA
NWT,c1,cr21x,1991-06-25,1991,6,176,airtemp_max,23.91,NA,23.91,NA
NWT,c1,cr21x,1991-06-26,1991,6,177,airtemp_max,22.6,NA,22.6,NA
NWT,c1,cr21x,1991-06-27,1991,6,178,airtemp_max,19.73,NA,19.73,NA
NWT,c1,cr21x,1991-06-28,1991,6,179,airtemp_max,20.15,NA,20.15,NA
NWT,c1,cr21x,1991-06-29,1991,6,180,airtemp_max,22.73,NA,22.73,NA
NWT,c1,cr21x,1991-06-30,1991,6,181,airtemp_max,18.93,NA,18.93,NA
NWT,c1,cr21x,1991-07-01,1991,7,182,airtemp_max,20.85,NA,20.85,NA
NWT,c1,cr21x,1991-07-02,1991,7,183,airtemp_max,19.29,NA,19.29,NA
NWT,c1,cr21x,1991-07-03,1991,7,184,airtemp_max,18.39,NA,18.39,NA
NWT,c1,cr21x,1991-07-04,1991,7,185,airtemp_max,23.52,NA,23.52,NA
NWT,c1,cr21x,1991-07-05,1991,7,186,airtemp_max,25.44,NA,25.44,NA
NWT,c1,cr21x,1991-07-06,1991,7,187,airtemp_max,24.55,NA,24.55,NA
NWT,c1,cr21x,1991-07-07,1991,7,188,airtemp_max,20.42,NA,20.42,NA
NWT,c1,cr21x,1991-07-08,1991,7,189,airtemp_max,18.21,NA,18.21,NA
NWT,c1,cr21x,1991-07-09,1991,7,190,airtemp_max,19.21,NA,19.21,NA
NWT,c1,cr21x,1991-07-10,1991,7,191,airtemp_max,19.35,NA,19.35,NA
NWT,c1,cr21x,1991-07-11,1991,7,192,airtemp_max,18.01,NA,18.01,NA
NWT,c1,cr21x,1991-07-12,1991,7,193,airtemp_max,19.11,NA,19.11,NA
NWT,c1,cr21x,1991-07-13,1991,7,194,airtemp_max,19.22,NA,19.22,NA
NWT,c1,cr21x,1991-07-14,1991,7,195,airtemp_max,22.61,NA,22.61,NA
NWT,c1,cr21x,1991-07-15,1991,7,196,airtemp_max,24.54,NA,24.54,NA
NWT,c1,cr21x,1991-07-16,1991,7,197,airtemp_max,21.66,NA,21.66,NA
NWT,c1,cr21x,1991-07-17,1991,7,198,airtemp_max,25.06,NA,25.06,NA
NWT,c1,cr21x,1991-07-18,1991,7,199,airtemp_max,23.09,NA,23.09,NA
NWT,c1,cr21x,1991-07-19,1991,7,200,airtemp_max,19.67,NA,19.67,NA
NWT,c1,cr21x,1991-07-20,1991,7,201,airtemp_max,20.75,NA,20.75,NA
NWT,c1,cr21x,1991-07-21,1991,7,202,airtemp_max,21.55,NA,21.55,NA
NWT,c1,cr21x,1991-07-22,1991,7,203,airtemp_max,18.09,NA,18.09,NA
NWT,c1,cr21x,1991-07-23,1991,7,204,airtemp_max,11.51,NA,11.51,NA
NWT,c1,cr21x,1991-07-24,1991,7,205,airtemp_max,15.43,NA,15.43,NA
NWT,c1,cr21x,1991-07-25,1991,7,206,airtemp_max,16.76,NA,16.76,NA
NWT,c1,cr21x,1991-07-26,1991,7,207,airtemp_max,17.74,NA,17.74,NA
NWT,c1,cr21x,1991-07-27,1991,7,208,airtemp_max,18.97,NA,18.97,NA
NWT,c1,cr21x,1991-07-28,1991,7,209,airtemp_max,23.54,NA,23.54,NA
NWT,c1,cr21x,1991-07-29,1991,7,210,airtemp_max,24.14,NA,24.14,NA
NWT,c1,cr21x,1991-07-30,1991,7,211,airtemp_max,23.51,NA,23.51,NA
NWT,c1,cr21x,1991-07-31,1991,7,212,airtemp_max,22.2,NA,22.2,NA
NWT,c1,cr21x,1991-08-01,1991,8,213,airtemp_max,20.85,NA,20.85,NA
NWT,c1,cr21x,1991-08-02,1991,8,214,airtemp_max,18.4,NA,18.4,NA
NWT,c1,cr21x,1991-08-03,1991,8,215,airtemp_max,10.51,NA,10.51,NA
NWT,c1,cr21x,1991-08-04,1991,8,216,airtemp_max,18.48,NA,18.48,NA
NWT,c1,cr21x,1991-08-05,1991,8,217,airtemp_max,19.85,NA,19.85,NA
NWT,c1,cr21x,1991-08-06,1991,8,218,airtemp_max,20.14,NA,20.14,NA
NWT,c1,cr21x,1991-08-07,1991,8,219,airtemp_max,18.31,NA,18.31,NA
NWT,c1,cr21x,1991-08-08,1991,8,220,airtemp_max,18.6,NA,18.6,NA
NWT,c1,cr21x,1991-08-09,1991,8,221,airtemp_max,19.79,NA,19.79,NA
NWT,c1,cr21x,1991-08-10,1991,8,222,airtemp_max,21.47,NA,21.47,NA
NWT,c1,cr21x,1991-08-11,1991,8,223,airtemp_max,21.34,NA,21.34,NA
NWT,c1,cr21x,1991-08-12,1991,8,224,airtemp_max,17.92,NA,17.92,NA
NWT,c1,cr21x,1991-08-13,1991,8,225,airtemp_max,17.17,NA,17.17,NA
NWT,c1,cr21x,1991-08-14,1991,8,226,airtemp_max,20.92,NA,20.92,NA
NWT,c1,cr21x,1991-08-15,1991,8,227,airtemp_max,20.04,NA,20.04,NA
NWT,c1,cr21x,1991-08-16,1991,8,228,airtemp_max,19.41,NA,19.41,NA
NWT,c1,cr21x,1991-08-17,1991,8,229,airtemp_max,19.68,NA,19.68,NA
NWT,c1,cr21x,1991-08-18,1991,8,230,airtemp_max,19.8,NA,19.8,NA
NWT,c1,cr21x,1991-08-19,1991,8,231,airtemp_max,16.75,NA,16.75,NA
NWT,c1,cr21x,1991-08-20,1991,8,232,airtemp_max,16.27,NA,16.27,NA
NWT,c1,cr21x,1991-08-21,1991,8,233,airtemp_max,21.56,NA,21.56,NA
NWT,c1,cr21x,1991-08-22,1991,8,234,airtemp_max,23.34,NA,23.34,NA
NWT,c1,cr21x,1991-08-23,1991,8,235,airtemp_max,22.15,NA,22.15,NA
NWT,c1,cr21x,1991-08-24,1991,8,236,airtemp_max,24.52,NA,24.52,NA
NWT,c1,cr21x,1991-08-25,1991,8,237,airtemp_max,23.03,NA,23.03,NA
NWT,c1,cr21x,1991-08-26,1991,8,238,airtemp_max,23.27,NA,23.27,NA
NWT,c1,cr21x,1991-08-27,1991,8,239,airtemp_max,21.62,NA,21.62,NA
NWT,c1,cr21x,1991-08-28,1991,8,240,airtemp_max,22.72,NA,22.72,NA
NWT,c1,cr21x,1991-08-29,1991,8,241,airtemp_max,19.77,NA,19.77,NA
NWT,c1,cr21x,1991-08-30,1991,8,242,airtemp_max,21.33,NA,21.33,NA
NWT,c1,cr21x,1991-08-31,1991,8,243,airtemp_max,20.49,NA,20.49,NA
NWT,c1,cr21x,1991-09-01,1991,9,244,airtemp_max,22.24,NA,22.24,NA
NWT,c1,cr21x,1991-09-02,1991,9,245,airtemp_max,21.91,NA,21.91,NA
NWT,c1,cr21x,1991-09-03,1991,9,246,airtemp_max,19.31,NA,19.31,NA
NWT,c1,cr21x,1991-09-04,1991,9,247,airtemp_max,22.19,NA,22.19,NA
NWT,c1,cr21x,1991-09-05,1991,9,248,airtemp_max,21.05,NA,21.05,NA
NWT,c1,cr21x,1991-09-06,1991,9,249,airtemp_max,17.56,NA,17.56,NA
NWT,c1,cr21x,1991-09-07,1991,9,250,airtemp_max,18.92,NA,18.92,NA
NWT,c1,cr21x,1991-09-08,1991,9,251,airtemp_max,13.97,NA,13.97,NA
NWT,c1,cr21x,1991-09-09,1991,9,252,airtemp_max,17.17,NA,17.17,NA
NWT,c1,cr21x,1991-09-10,1991,9,253,airtemp_max,16.69,NA,16.69,NA
NWT,c1,cr21x,1991-09-11,1991,9,254,airtemp_max,17.1,NA,17.1,NA
NWT,c1,cr21x,1991-09-12,1991,9,255,airtemp_max,15.24,NA,15.24,NA
NWT,c1,cr21x,1991-09-13,1991,9,256,airtemp_max,12.38,NA,12.38,NA
NWT,c1,cr21x,1991-09-14,1991,9,257,airtemp_max,14.5,NA,14.5,NA
NWT,c1,cr21x,1991-09-15,1991,9,258,airtemp_max,6.239,NA,6.239,NA
NWT,c1,cr21x,1991-09-16,1991,9,259,airtemp_max,14.61,NA,14.61,NA
NWT,c1,cr21x,1991-09-17,1991,9,260,airtemp_max,15.46,NA,15.46,NA
NWT,c1,cr21x,1991-09-18,1991,9,261,airtemp_max,1.505,NA,1.505,NA
NWT,c1,cr21x,1991-09-19,1991,9,262,airtemp_max,14.35,NA,14.35,NA
NWT,c1,cr21x,1991-09-20,1991,9,263,airtemp_max,16.95,NA,16.95,NA
NWT,c1,cr21x,1991-09-21,1991,9,264,airtemp_max,19.25,NA,19.25,NA
NWT,c1,cr21x,1991-09-22,1991,9,265,airtemp_max,11.06,NA,11.06,NA
NWT,c1,cr21x,1991-09-23,1991,9,266,airtemp_max,17.13,NA,17.13,NA
NWT,c1,cr21x,1991-09-24,1991,9,267,airtemp_max,15.92,NA,15.92,NA
NWT,c1,cr21x,1991-09-25,1991,9,268,airtemp_max,17.28,NA,17.28,NA
NWT,c1,cr21x,1991-09-26,1991,9,269,airtemp_max,20.24,NA,20.24,NA
NWT,c1,cr21x,1991-09-27,1991,9,270,airtemp_max,19.9,NA,19.9,NA
NWT,c1,cr21x,1991-09-28,1991,9,271,airtemp_max,19.05,NA,19.05,NA
NWT,c1,cr21x,1991-09-29,1991,9,272,airtemp_max,17.9,NA,17.9,NA
NWT,c1,cr21x,1991-09-30,1991,9,273,airtemp_max,7.78,NA,7.78,NA
NWT,c1,cr21x,1991-10-01,1991,10,274,airtemp_max,16.36,NA,16.36,NA
NWT,c1,cr21x,1991-10-02,1991,10,275,airtemp_max,16.67,NA,16.67,NA
NWT,c1,cr21x,1991-10-03,1991,10,276,airtemp_max,15.48,NA,15.48,NA
NWT,c1,cr21x,1991-10-04,1991,10,277,airtemp_max,-1.145,NA,-1.145,NA
NWT,c1,cr21x,1991-10-05,1991,10,278,airtemp_max,10.19,NA,10.19,NA
NWT,c1,cr21x,1991-10-06,1991,10,279,airtemp_max,15.69,NA,15.69,NA
NWT,c1,cr21x,1991-10-07,1991,10,280,airtemp_max,15.68,NA,15.68,NA
NWT,c1,cr21x,1991-10-08,1991,10,281,airtemp_max,18.05,NA,18.05,NA
NWT,c1,cr21x,1991-10-09,1991,10,282,airtemp_max,18.61,NA,18.61,NA
NWT,c1,cr21x,1991-10-10,1991,10,283,airtemp_max,20.27,NA,20.27,NA
NWT,c1,cr21x,1991-10-11,1991,10,284,airtemp_max,19.08,NA,19.08,NA
NWT,c1,cr21x,1991-10-12,1991,10,285,airtemp_max,18.75,NA,18.75,NA
NWT,c1,cr21x,1991-10-13,1991,10,286,airtemp_max,13.48,NA,13.48,NA
NWT,c1,cr21x,1991-10-14,1991,10,287,airtemp_max,12.09,NA,12.09,NA
NWT,c1,cr21x,1991-10-15,1991,10,288,airtemp_max,18.86,NA,18.86,NA
NWT,c1,cr21x,1991-10-16,1991,10,289,airtemp_max,19.75,NA,19.75,NA
NWT,c1,cr21x,1991-10-17,1991,10,290,airtemp_max,17.83,NA,17.83,NA
NWT,c1,cr21x,1991-10-18,1991,10,291,airtemp_max,12.74,NA,12.74,NA
NWT,c1,cr21x,1991-10-19,1991,10,292,airtemp_max,14.4,NA,14.4,NA
NWT,c1,cr21x,1991-10-20,1991,10,293,airtemp_max,15.11,NA,15.11,NA
NWT,c1,cr21x,1991-10-21,1991,10,294,airtemp_max,12.05,NA,12.05,NA
NWT,c1,cr21x,1991-10-22,1991,10,295,airtemp_max,14.44,NA,14.44,NA
NWT,c1,cr21x,1991-10-23,1991,10,296,airtemp_max,10.02,NA,10.02,NA
NWT,c1,cr21x,1991-10-24,1991,10,297,airtemp_max,6.053,NA,6.053,NA
NWT,c1,cr21x,1991-10-25,1991,10,298,airtemp_max,6.749,NA,6.749,NA
NWT,c1,cr21x,1991-10-26,1991,10,299,airtemp_max,9.06,NA,9.06,NA
NWT,c1,cr21x,1991-10-27,1991,10,300,airtemp_max,13.21,NA,13.21,NA
NWT,c1,cr21x,1991-10-28,1991,10,301,airtemp_max,-4.502,NA,-4.502,NA
NWT,c1,cr21x,1991-10-29,1991,10,302,airtemp_max,-0.346,NA,-0.346,NA
NWT,c1,cr21x,1991-10-30,1991,10,303,airtemp_max,-9.4,NA,-9.4,NA
NWT,c1,cr21x,1991-10-31,1991,10,304,airtemp_max,4.428,NA,4.428,NA
NWT,c1,cr21x,1991-11-01,1991,11,305,airtemp_max,-1.91,NA,-1.91,NA
NWT,c1,cr21x,1991-11-02,1991,11,306,airtemp_max,-7.49,NA,-7.49,NA
NWT,c1,cr21x,1991-11-03,1991,11,307,airtemp_max,-0.365,NA,-0.365,NA
NWT,c1,cr21x,1991-11-04,1991,11,308,airtemp_max,4.426,NA,4.426,NA
NWT,c1,cr21x,1991-11-05,1991,11,309,airtemp_max,6.683,NA,6.683,NA
NWT,c1,cr21x,1991-11-06,1991,11,310,airtemp_max,2.98,NA,2.98,NA
NWT,c1,cr21x,1991-11-07,1991,11,311,airtemp_max,3.191,NA,3.191,NA
NWT,c1,cr21x,1991-11-08,1991,11,312,airtemp_max,13.6,NA,13.6,NA
NWT,c1,cr21x,1991-11-09,1991,11,313,airtemp_max,11.47,NA,11.47,NA
NWT,c1,cr21x,1991-11-10,1991,11,314,airtemp_max,9.98,NA,9.98,NA
NWT,c1,cr21x,1991-11-11,1991,11,315,airtemp_max,9.31,NA,9.31,NA
NWT,c1,cr21x,1991-11-12,1991,11,316,airtemp_max,9.3,NA,9.3,NA
NWT,c1,cr21x,1991-11-13,1991,11,317,airtemp_max,14.74,NA,14.74,NA
NWT,c1,cr21x,1991-11-14,1991,11,318,airtemp_max,7.79,NA,7.79,NA
NWT,c1,cr21x,1991-11-15,1991,11,319,airtemp_max,-5.685,NA,-5.685,NA
NWT,c1,cr21x,1991-11-16,1991,11,320,airtemp_max,0.734,NA,0.734,NA
NWT,c1,cr21x,1991-11-17,1991,11,321,airtemp_max,0.301,NA,0.301,NA
NWT,c1,cr21x,1991-11-18,1991,11,322,airtemp_max,-0.591,NA,-0.591,NA
NWT,c1,cr21x,1991-11-19,1991,11,323,airtemp_max,0.322,NA,0.322,NA
NWT,c1,cr21x,1991-11-20,1991,11,324,airtemp_max,8.15,NA,8.15,NA
NWT,c1,cr21x,1991-11-21,1991,11,325,airtemp_max,-1.435,NA,-1.435,NA
NWT,c1,cr21x,1991-11-22,1991,11,326,airtemp_max,-7.37,NA,-7.37,NA
NWT,c1,cr21x,1991-11-23,1991,11,327,airtemp_max,-7.85,NA,-7.85,NA
NWT,c1,cr21x,1991-11-24,1991,11,328,airtemp_max,-2.805,NA,-2.805,NA
NWT,c1,cr21x,1991-11-25,1991,11,329,airtemp_max,3.396,NA,3.396,NA
NWT,c1,cr21x,1991-11-26,1991,11,330,airtemp_max,-1.789,NA,-1.789,NA
NWT,c1,cr21x,1991-11-27,1991,11,331,airtemp_max,4.888,NA,4.888,NA
NWT,c1,cr21x,1991-11-28,1991,11,332,airtemp_max,1.113,NA,1.113,NA
NWT,c1,cr21x,1991-11-29,1991,11,333,airtemp_max,-6.427,NA,-6.427,NA
NWT,c1,cr21x,1991-11-30,1991,11,334,airtemp_max,-8.58,NA,-8.58,NA
NWT,c1,cr21x,1991-12-01,1991,12,335,airtemp_max,-1.642,NA,-1.642,NA
NWT,c1,cr21x,1991-12-02,1991,12,336,airtemp_max,-5.238,NA,-5.238,NA
NWT,c1,cr21x,1991-12-03,1991,12,337,airtemp_max,-2.546,NA,-2.546,NA
NWT,c1,cr21x,1991-12-04,1991,12,338,airtemp_max,7.54,NA,7.54,NA
NWT,c1,cr21x,1991-12-05,1991,12,339,airtemp_max,9.35,NA,9.35,NA
NWT,c1,cr21x,1991-12-06,1991,12,340,airtemp_max,10.43,NA,10.43,NA
NWT,c1,cr21x,1991-12-07,1991,12,341,airtemp_max,9.93,NA,9.93,NA
NWT,c1,cr21x,1991-12-08,1991,12,342,airtemp_max,-0.716,NA,-0.716,NA
NWT,c1,cr21x,1991-12-09,1991,12,343,airtemp_max,5.827,NA,5.827,NA
NWT,c1,cr21x,1991-12-10,1991,12,344,airtemp_max,4.48,NA,4.48,NA
NWT,c1,cr21x,1991-12-11,1991,12,345,airtemp_max,3.945,NA,3.945,NA
NWT,c1,cr21x,1991-12-12,1991,12,346,airtemp_max,-0.416,NA,-0.416,NA
NWT,c1,cr21x,1991-12-13,1991,12,347,airtemp_max,-7.47,NA,-7.47,NA
NWT,c1,cr21x,1991-12-14,1991,12,348,airtemp_max,-3.079,NA,-3.079,NA
NWT,c1,cr21x,1991-12-15,1991,12,349,airtemp_max,2.78,NA,2.78,NA
NWT,c1,cr21x,1991-12-16,1991,12,350,airtemp_max,3.92,NA,3.92,NA
NWT,c1,cr21x,1991-12-17,1991,12,351,airtemp_max,9.84,NA,9.84,NA
NWT,c1,cr21x,1991-12-18,1991,12,352,airtemp_max,7.64,NA,7.64,NA
NWT,c1,cr21x,1991-12-19,1991,12,353,airtemp_max,3.921,NA,3.921,NA
NWT,c1,cr21x,1991-12-20,1991,12,354,airtemp_max,0.172,NA,0.172,NA
NWT,c1,cr21x,1991-12-21,1991,12,355,airtemp_max,10.51,NA,10.51,NA
NWT,c1,cr21x,1991-12-22,1991,12,356,airtemp_max,1.897,NA,1.897,NA
NWT,c1,cr21x,1991-12-23,1991,12,357,airtemp_max,4.69,NA,4.69,NA
NWT,c1,cr21x,1991-12-24,1991,12,358,airtemp_max,7.38,NA,7.38,NA
NWT,c1,cr21x,1991-12-25,1991,12,359,airtemp_max,6.35,NA,6.35,NA
NWT,c1,cr21x,1991-12-26,1991,12,360,airtemp_max,3.896,NA,3.896,NA
NWT,c1,cr21x,1991-12-27,1991,12,361,airtemp_max,5.359,NA,5.359,NA
NWT,c1,cr21x,1991-12-28,1991,12,362,airtemp_max,4.989,NA,4.989,NA
NWT,c1,cr21x,1991-12-29,1991,12,363,airtemp_max,-0.141,NA,-0.141,NA
NWT,c1,cr21x,1991-12-30,1991,12,364,airtemp_max,5.176,NA,5.176,NA
NWT,c1,cr21x,1991-12-31,1991,12,365,airtemp_max,-1.526,NA,-1.526,NA
NWT,c1,cr21x,1992-01-01,1992,1,1,airtemp_max,-1.388,NA,-1.388,NA
NWT,c1,cr21x,1992-01-02,1992,1,2,airtemp_max,-0.196,NA,-0.196,NA
NWT,c1,cr21x,1992-01-03,1992,1,3,airtemp_max,7.03,NA,7.03,NA
NWT,c1,cr21x,1992-01-04,1992,1,4,airtemp_max,0.979,NA,0.979,NA
NWT,c1,cr21x,1992-01-05,1992,1,5,airtemp_max,8.47,NA,8.47,NA
NWT,c1,cr21x,1992-01-06,1992,1,6,airtemp_max,9.7,NA,9.7,NA
NWT,c1,cr21x,1992-01-07,1992,1,7,airtemp_max,-4.638,NA,-4.638,NA
NWT,c1,cr21x,1992-01-08,1992,1,8,airtemp_max,-2.695,NA,-2.695,NA
NWT,c1,cr21x,1992-01-09,1992,1,9,airtemp_max,-2.926,NA,-2.926,NA
NWT,c1,cr21x,1992-01-10,1992,1,10,airtemp_max,8.97,NA,8.97,NA
NWT,c1,cr21x,1992-01-11,1992,1,11,airtemp_max,11.36,NA,11.36,NA
NWT,c1,cr21x,1992-01-12,1992,1,12,airtemp_max,-8.19,NA,-8.19,NA
NWT,c1,cr21x,1992-01-13,1992,1,13,airtemp_max,-3.659,NA,-3.659,NA
NWT,c1,cr21x,1992-01-14,1992,1,14,airtemp_max,-6.751,NA,-6.751,NA
NWT,c1,cr21x,1992-01-15,1992,1,15,airtemp_max,-3.822,NA,-3.822,NA
NWT,c1,cr21x,1992-01-16,1992,1,16,airtemp_max,1.387,NA,1.387,NA
NWT,c1,cr21x,1992-01-17,1992,1,17,airtemp_max,-2.533,NA,-2.533,NA
NWT,c1,cr21x,1992-01-18,1992,1,18,airtemp_max,1.416,NA,1.416,NA
NWT,c1,cr21x,1992-01-19,1992,1,19,airtemp_max,5.187,NA,5.187,NA
NWT,c1,cr21x,1992-01-20,1992,1,20,airtemp_max,13.28,NA,13.28,NA
NWT,c1,cr21x,1992-01-21,1992,1,21,airtemp_max,6.476,NA,6.476,NA
NWT,c1,cr21x,1992-01-22,1992,1,22,airtemp_max,-4.464,NA,-4.464,NA
NWT,c1,cr21x,1992-01-23,1992,1,23,airtemp_max,-5.487,NA,-5.487,NA
NWT,c1,cr21x,1992-01-24,1992,1,24,airtemp_max,0.897,NA,0.897,NA
NWT,c1,cr21x,1992-01-25,1992,1,25,airtemp_max,8.25,NA,8.25,NA
NWT,c1,cr21x,1992-01-26,1992,1,26,airtemp_max,8.07,NA,8.07,NA
NWT,c1,cr21x,1992-01-27,1992,1,27,airtemp_max,4.683,NA,4.683,NA
NWT,c1,cr21x,1992-01-28,1992,1,28,airtemp_max,9.31,NA,9.31,NA
NWT,c1,cr21x,1992-01-29,1992,1,29,airtemp_max,9.27,NA,9.27,NA
NWT,c1,cr21x,1992-01-30,1992,1,30,airtemp_max,6.943,NA,6.943,NA
NWT,c1,cr21x,1992-01-31,1992,1,31,airtemp_max,12.99,NA,12.99,NA
NWT,c1,cr21x,1992-02-01,1992,2,32,airtemp_max,13.05,NA,13.05,NA
NWT,c1,cr21x,1992-02-02,1992,2,33,airtemp_max,8.86,NA,8.86,NA
NWT,c1,cr21x,1992-02-03,1992,2,34,airtemp_max,-3.083,NA,-3.083,NA
NWT,c1,cr21x,1992-02-04,1992,2,35,airtemp_max,0.092,NA,0.092,NA
NWT,c1,cr21x,1992-02-05,1992,2,36,airtemp_max,1.001,NA,1.001,NA
NWT,c1,cr21x,1992-02-06,1992,2,37,airtemp_max,6.568,NA,6.568,NA
NWT,c1,cr21x,1992-02-07,1992,2,38,airtemp_max,6.022,NA,6.022,NA
NWT,c1,cr21x,1992-02-08,1992,2,39,airtemp_max,1.881,NA,1.881,NA
NWT,c1,cr21x,1992-02-09,1992,2,40,airtemp_max,4.011,NA,4.011,NA
NWT,c1,cr21x,1992-02-10,1992,2,41,airtemp_max,5.473,NA,5.473,NA
NWT,c1,cr21x,1992-02-11,1992,2,42,airtemp_max,3.881,NA,3.881,NA
NWT,c1,cr21x,1992-02-12,1992,2,43,airtemp_max,0.464,NA,0.464,NA
NWT,c1,cr21x,1992-02-13,1992,2,44,airtemp_max,4.763,NA,4.763,NA
NWT,c1,cr21x,1992-02-14,1992,2,45,airtemp_max,-1.024,NA,-1.024,NA
NWT,c1,cr21x,1992-02-15,1992,2,46,airtemp_max,4.886,NA,4.886,NA
NWT,c1,cr21x,1992-02-16,1992,2,47,airtemp_max,1.521,NA,1.521,NA
NWT,c1,cr21x,1992-02-17,1992,2,48,airtemp_max,-5.157,NA,-5.157,NA
NWT,c1,cr21x,1992-02-18,1992,2,49,airtemp_max,-4.596,NA,-4.596,NA
NWT,c1,cr21x,1992-02-19,1992,2,50,airtemp_max,1.574,NA,1.574,NA
NWT,c1,cr21x,1992-02-20,1992,2,51,airtemp_max,3.58,NA,3.58,NA
NWT,c1,cr21x,1992-02-21,1992,2,52,airtemp_max,4.466,NA,4.466,NA
NWT,c1,cr21x,1992-02-22,1992,2,53,airtemp_max,5.846,NA,5.846,NA
NWT,c1,cr21x,1992-02-23,1992,2,54,airtemp_max,2.734,NA,2.734,NA
NWT,c1,cr21x,1992-02-24,1992,2,55,airtemp_max,5.141,NA,5.141,NA
NWT,c1,cr21x,1992-02-25,1992,2,56,airtemp_max,0.466,NA,0.466,NA
NWT,c1,cr21x,1992-02-26,1992,2,57,airtemp_max,10.49,NA,10.49,NA
NWT,c1,cr21x,1992-02-27,1992,2,58,airtemp_max,7.88,NA,7.88,NA
NWT,c1,cr21x,1992-02-28,1992,2,59,airtemp_max,13.85,NA,13.85,NA
NWT,c1,cr21x,1992-02-29,1992,2,60,airtemp_max,10.77,NA,10.77,NA
NWT,c1,cr21x,1992-03-01,1992,3,61,airtemp_max,10.75,NA,10.75,NA
NWT,c1,cr21x,1992-03-02,1992,3,62,airtemp_max,10.46,NA,10.46,NA
NWT,c1,cr21x,1992-03-03,1992,3,63,airtemp_max,8.73,NA,8.73,NA
NWT,c1,cr21x,1992-03-04,1992,3,64,airtemp_max,0.301,NA,0.301,NA
NWT,c1,cr21x,1992-03-05,1992,3,65,airtemp_max,8.31,NA,8.31,NA
NWT,c1,cr21x,1992-03-06,1992,3,66,airtemp_max,6.159,NA,6.159,NA
NWT,c1,cr21x,1992-03-07,1992,3,67,airtemp_max,10.4,NA,10.4,NA
NWT,c1,cr21x,1992-03-08,1992,3,68,airtemp_max,6.451,NA,6.451,NA
NWT,c1,cr21x,1992-03-09,1992,3,69,airtemp_max,-4.801,NA,-4.801,NA
