"","LTER_site","local_site","date","yr","mon","day","ppt_tot","source"
"2454","NWT","sdl",1988-04-18,1988,4,18,0,"NSF proposal data"
"2455","NWT","sdl",1988-04-19,1988,4,19,0,"NSF proposal data"
"2456","NWT","sdl",1988-04-20,1988,4,20,0,"NSF proposal data"
"2457","NWT","sdl",1988-04-21,1988,4,21,0.78,"NSF proposal data"
"2458","NWT","sdl",1988-04-22,1988,4,22,12.09,"NSF proposal data"
"2459","NWT","sdl",1988-04-23,1988,4,23,6.63,"NSF proposal data"
"2460","NWT","sdl",1988-04-24,1988,4,24,4.68,"NSF proposal data"
"2461","NWT","sdl",1988-04-25,1988,4,25,5.46,"NSF proposal data"
"2462","NWT","sdl",1988-04-26,1988,4,26,0.39,"NSF proposal data"
"2463","NWT","sdl",1988-04-27,1988,4,27,0,"NSF proposal data"
"2464","NWT","sdl",1988-04-28,1988,4,28,0,"NSF proposal data"
"2465","NWT","sdl",1988-04-29,1988,4,29,0,"NSF proposal data"
"2466","NWT","sdl",1988-04-30,1988,4,30,0,"NSF proposal data"
"2467","NWT","sdl",1988-05-01,1988,5,1,0.39,"NSF proposal data"
"2468","NWT","sdl",1988-05-02,1988,5,2,7.8,"NSF proposal data"
"2469","NWT","sdl",1988-05-03,1988,5,3,3.9,"NSF proposal data"
"2470","NWT","sdl",1988-05-04,1988,5,4,0,"NSF proposal data"
"2471","NWT","sdl",1988-05-05,1988,5,5,0,"NSF proposal data"
"2472","NWT","sdl",1988-05-06,1988,5,6,1.95,"NSF proposal data"
"2473","NWT","sdl",1988-05-07,1988,5,7,20.28,"NSF proposal data"
"2474","NWT","sdl",1988-05-08,1988,5,8,12.48,"NSF proposal data"
"2475","NWT","sdl",1988-05-09,1988,5,9,3.12,"NSF proposal data"
"2476","NWT","sdl",1988-05-10,1988,5,10,0.39,"NSF proposal data"
"2477","NWT","sdl",1988-05-11,1988,5,11,0,"NSF proposal data"
"2478","NWT","sdl",1988-05-12,1988,5,12,0,"NSF proposal data"
"2479","NWT","sdl",1988-05-13,1988,5,13,0,"NSF proposal data"
"2480","NWT","sdl",1988-05-14,1988,5,14,0,"NSF proposal data"
"2481","NWT","sdl",1988-05-15,1988,5,15,0,"NSF proposal data"
"2482","NWT","sdl",1988-05-16,1988,5,16,0,"NSF proposal data"
"2483","NWT","sdl",1988-05-17,1988,5,17,0.78,"NSF proposal data"
"2484","NWT","sdl",1988-05-18,1988,5,18,2.34,"NSF proposal data"
"2485","NWT","sdl",1988-05-19,1988,5,19,10.53,"NSF proposal data"
"2486","NWT","sdl",1988-05-20,1988,5,20,3.51,"NSF proposal data"
"2487","NWT","sdl",1988-05-21,1988,5,21,0.39,"NSF proposal data"
"2488","NWT","sdl",1988-05-22,1988,5,22,0,"NSF proposal data"
"2489","NWT","sdl",1988-05-23,1988,5,23,0,"NSF proposal data"
"2490","NWT","sdl",1988-05-24,1988,5,24,0,"NSF proposal data"
"2491","NWT","sdl",1988-05-25,1988,5,25,0,"NSF proposal data"
"2492","NWT","sdl",1988-05-26,1988,5,26,0,"NSF proposal data"
"2493","NWT","sdl",1988-05-27,1988,5,27,0,"NSF proposal data"
"2494","NWT","sdl",1988-05-28,1988,5,28,0,"NSF proposal data"
"2495","NWT","sdl",1988-05-29,1988,5,29,0,"NSF proposal data"
"2496","NWT","sdl",1988-05-30,1988,5,30,0,"NSF proposal data"
"2497","NWT","sdl",1988-05-31,1988,5,31,1.56,"NSF proposal data"
"2498","NWT","sdl",1988-06-01,1988,6,1,2,"NSF proposal data"
"2499","NWT","sdl",1988-06-02,1988,6,2,0,"NSF proposal data"
"2500","NWT","sdl",1988-06-03,1988,6,3,0,"NSF proposal data"
"2501","NWT","sdl",1988-06-04,1988,6,4,0,"NSF proposal data"
"2502","NWT","sdl",1988-06-05,1988,6,5,1,"NSF proposal data"
"2503","NWT","sdl",1988-06-06,1988,6,6,0,"NSF proposal data"
"2504","NWT","sdl",1988-06-07,1988,6,7,0,"NSF proposal data"
"2505","NWT","sdl",1988-06-08,1988,6,8,0,"NSF proposal data"
"2506","NWT","sdl",1988-06-09,1988,6,9,0,"NSF proposal data"
"2507","NWT","sdl",1988-06-10,1988,6,10,0,"NSF proposal data"
"2508","NWT","sdl",1988-06-11,1988,6,11,4,"NSF proposal data"
"2509","NWT","sdl",1988-06-12,1988,6,12,5,"NSF proposal data"
"2510","NWT","sdl",1988-06-13,1988,6,13,0,"NSF proposal data"
"2511","NWT","sdl",1988-06-14,1988,6,14,0,"NSF proposal data"
"2512","NWT","sdl",1988-06-15,1988,6,15,0,"NSF proposal data"
"2513","NWT","sdl",1988-06-16,1988,6,16,0,"NSF proposal data"
"2514","NWT","sdl",1988-06-17,1988,6,17,0,"NSF proposal data"
"2515","NWT","sdl",1988-06-18,1988,6,18,6,"NSF proposal data"
"2516","NWT","sdl",1988-06-19,1988,6,19,0,"NSF proposal data"
"2517","NWT","sdl",1988-06-20,1988,6,20,1,"NSF proposal data"
"2518","NWT","sdl",1988-06-21,1988,6,21,2,"NSF proposal data"
"2519","NWT","sdl",1988-06-22,1988,6,22,2,"NSF proposal data"
"2520","NWT","sdl",1988-06-23,1988,6,23,6,"NSF proposal data"
"2521","NWT","sdl",1988-06-24,1988,6,24,1,"NSF proposal data"
"2522","NWT","sdl",1988-06-25,1988,6,25,0,"NSF proposal data"
"2523","NWT","sdl",1988-06-26,1988,6,26,6,"NSF proposal data"
"2524","NWT","sdl",1988-06-27,1988,6,27,0,"NSF proposal data"
"2525","NWT","sdl",1988-06-28,1988,6,28,2,"NSF proposal data"
"2526","NWT","sdl",1988-06-29,1988,6,29,3,"NSF proposal data"
"2527","NWT","sdl",1988-06-30,1988,6,30,0,"NSF proposal data"
"2528","NWT","sdl",1988-07-01,1988,7,1,0,"NSF proposal data"
"2529","NWT","sdl",1988-07-02,1988,7,2,0,"NSF proposal data"
"2530","NWT","sdl",1988-07-03,1988,7,3,1,"NSF proposal data"
"2531","NWT","sdl",1988-07-04,1988,7,4,7,"NSF proposal data"
"2532","NWT","sdl",1988-07-05,1988,7,5,4,"NSF proposal data"
"2533","NWT","sdl",1988-07-06,1988,7,6,0,"NSF proposal data"
"2534","NWT","sdl",1988-07-07,1988,7,7,1,"NSF proposal data"
"2535","NWT","sdl",1988-07-08,1988,7,8,0,"NSF proposal data"
"2536","NWT","sdl",1988-07-09,1988,7,9,1,"NSF proposal data"
"2537","NWT","sdl",1988-07-10,1988,7,10,2,"NSF proposal data"
"2538","NWT","sdl",1988-07-11,1988,7,11,0,"NSF proposal data"
"2539","NWT","sdl",1988-07-12,1988,7,12,0,"NSF proposal data"
"2540","NWT","sdl",1988-07-13,1988,7,13,0,"NSF proposal data"
"2541","NWT","sdl",1988-07-14,1988,7,14,0,"NSF proposal data"
"2542","NWT","sdl",1988-07-15,1988,7,15,0,"NSF proposal data"
"2543","NWT","sdl",1988-07-16,1988,7,16,0,"NSF proposal data"
"2544","NWT","sdl",1988-07-17,1988,7,17,0,"NSF proposal data"
"2545","NWT","sdl",1988-07-18,1988,7,18,0,"NSF proposal data"
"2546","NWT","sdl",1988-07-19,1988,7,19,3,"NSF proposal data"
"2547","NWT","sdl",1988-07-20,1988,7,20,0,"NSF proposal data"
"2548","NWT","sdl",1988-07-21,1988,7,21,0,"NSF proposal data"
"2549","NWT","sdl",1988-07-22,1988,7,22,0,"NSF proposal data"
"2550","NWT","sdl",1988-07-23,1988,7,23,0,"NSF proposal data"
"2551","NWT","sdl",1988-07-24,1988,7,24,0,"NSF proposal data"
"2552","NWT","sdl",1988-07-25,1988,7,25,3,"NSF proposal data"
"2553","NWT","sdl",1988-07-26,1988,7,26,0,"NSF proposal data"
"2554","NWT","sdl",1988-07-27,1988,7,27,0,"NSF proposal data"
"2555","NWT","sdl",1988-07-28,1988,7,28,6,"NSF proposal data"
"2556","NWT","sdl",1988-07-29,1988,7,29,5,"NSF proposal data"
"2557","NWT","sdl",1988-07-30,1988,7,30,0,"NSF proposal data"
"2558","NWT","sdl",1988-07-31,1988,7,31,1,"NSF proposal data"
"2559","NWT","sdl",1988-08-01,1988,8,1,0,"NSF proposal data"
"2560","NWT","sdl",1988-08-02,1988,8,2,2,"NSF proposal data"
"2561","NWT","sdl",1988-08-03,1988,8,3,1,"NSF proposal data"
"2562","NWT","sdl",1988-08-04,1988,8,4,0,"NSF proposal data"
"2563","NWT","sdl",1988-08-05,1988,8,5,0,"NSF proposal data"
"2564","NWT","sdl",1988-08-06,1988,8,6,0,"NSF proposal data"
"2565","NWT","sdl",1988-08-07,1988,8,7,1,"NSF proposal data"
"2566","NWT","sdl",1988-08-08,1988,8,8,1,"NSF proposal data"
"2567","NWT","sdl",1988-08-09,1988,8,9,0,"NSF proposal data"
"2568","NWT","sdl",1988-08-10,1988,8,10,0,"NSF proposal data"
"2569","NWT","sdl",1988-08-11,1988,8,11,0,"NSF proposal data"
"2570","NWT","sdl",1988-08-12,1988,8,12,0,"NSF proposal data"
"2571","NWT","sdl",1988-08-13,1988,8,13,0,"NSF proposal data"
"2572","NWT","sdl",1988-08-14,1988,8,14,0,"NSF proposal data"
"2573","NWT","sdl",1988-08-15,1988,8,15,0,"NSF proposal data"
"2574","NWT","sdl",1988-08-16,1988,8,16,4,"NSF proposal data"
"2575","NWT","sdl",1988-08-17,1988,8,17,4,"NSF proposal data"
"2576","NWT","sdl",1988-08-18,1988,8,18,0,"NSF proposal data"
"2577","NWT","sdl",1988-08-19,1988,8,19,0,"NSF proposal data"
"2578","NWT","sdl",1988-08-20,1988,8,20,0,"NSF proposal data"
"2579","NWT","sdl",1988-08-21,1988,8,21,1,"NSF proposal data"
"2580","NWT","sdl",1988-08-22,1988,8,22,0,"NSF proposal data"
"2581","NWT","sdl",1988-08-23,1988,8,23,0,"NSF proposal data"
"2582","NWT","sdl",1988-08-24,1988,8,24,0,"NSF proposal data"
"2583","NWT","sdl",1988-08-25,1988,8,25,0,"NSF proposal data"
"2584","NWT","sdl",1988-08-26,1988,8,26,1,"NSF proposal data"
"2585","NWT","sdl",1988-08-27,1988,8,27,1,"NSF proposal data"
"2586","NWT","sdl",1988-08-28,1988,8,28,0,"NSF proposal data"
"2587","NWT","sdl",1988-08-29,1988,8,29,0,"NSF proposal data"
"2588","NWT","sdl",1988-08-30,1988,8,30,0,"NSF proposal data"
"2589","NWT","sdl",1988-08-31,1988,8,31,0,"NSF proposal data"
"2590","NWT","sdl",1988-09-01,1988,9,1,0,"NSF proposal data"
"2591","NWT","sdl",1988-09-02,1988,9,2,0,"NSF proposal data"
"2592","NWT","sdl",1988-09-03,1988,9,3,0,"NSF proposal data"
"2593","NWT","sdl",1988-09-04,1988,9,4,0,"NSF proposal data"
"2594","NWT","sdl",1988-09-05,1988,9,5,0,"NSF proposal data"
"2595","NWT","sdl",1988-09-06,1988,9,6,0,"NSF proposal data"
"2596","NWT","sdl",1988-09-07,1988,9,7,0,"NSF proposal data"
"2597","NWT","sdl",1988-09-08,1988,9,8,0,"NSF proposal data"
"2598","NWT","sdl",1988-09-09,1988,9,9,0,"NSF proposal data"
"2599","NWT","sdl",1988-09-10,1988,9,10,0.78,"NSF proposal data"
"2600","NWT","sdl",1988-09-11,1988,9,11,2.73,"NSF proposal data"
"2601","NWT","sdl",1988-09-12,1988,9,12,2.73,"NSF proposal data"
"2602","NWT","sdl",1988-09-13,1988,9,13,2.34,"NSF proposal data"
"2603","NWT","sdl",1988-09-14,1988,9,14,1.17,"NSF proposal data"
"2604","NWT","sdl",1988-09-15,1988,9,15,0,"NSF proposal data"
"2605","NWT","sdl",1988-09-16,1988,9,16,0,"NSF proposal data"
"2606","NWT","sdl",1988-09-17,1988,9,17,0,"NSF proposal data"
"2607","NWT","sdl",1988-09-18,1988,9,18,0.39,"NSF proposal data"
"2608","NWT","sdl",1988-09-19,1988,9,19,0,"NSF proposal data"
"2609","NWT","sdl",1988-09-20,1988,9,20,0,"NSF proposal data"
"2610","NWT","sdl",1988-09-21,1988,9,21,0,"NSF proposal data"
"2611","NWT","sdl",1988-09-22,1988,9,22,0,"NSF proposal data"
"2612","NWT","sdl",1988-09-23,1988,9,23,0,"NSF proposal data"
"2613","NWT","sdl",1988-09-24,1988,9,24,0,"NSF proposal data"
"2614","NWT","sdl",1988-09-25,1988,9,25,0,"NSF proposal data"
"2615","NWT","sdl",1988-09-26,1988,9,26,0,"NSF proposal data"
"2616","NWT","sdl",1988-09-27,1988,9,27,0.78,"NSF proposal data"
"2617","NWT","sdl",1988-09-28,1988,9,28,0,"NSF proposal data"
"2618","NWT","sdl",1988-09-29,1988,9,29,0,"NSF proposal data"
"2619","NWT","sdl",1988-09-30,1988,9,30,0,"NSF proposal data"
"2620","NWT","sdl",1988-10-01,1988,10,1,0,"NSF proposal data"
"2621","NWT","sdl",1988-10-02,1988,10,2,0,"NSF proposal data"
"2622","NWT","sdl",1988-10-03,1988,10,3,0.78,"NSF proposal data"
"2623","NWT","sdl",1988-10-04,1988,10,4,0,"NSF proposal data"
"2624","NWT","sdl",1988-10-05,1988,10,5,0.78,"NSF proposal data"
"2625","NWT","sdl",1988-10-06,1988,10,6,0.78,"NSF proposal data"
"2626","NWT","sdl",1988-10-07,1988,10,7,0,"NSF proposal data"
"2627","NWT","sdl",1988-10-08,1988,10,8,0,"NSF proposal data"
"2628","NWT","sdl",1988-10-09,1988,10,9,2.73,"NSF proposal data"
"2629","NWT","sdl",1988-10-10,1988,10,10,0,"NSF proposal data"
"2630","NWT","sdl",1988-10-11,1988,10,11,0,"NSF proposal data"
"2631","NWT","sdl",1988-10-12,1988,10,12,0,"NSF proposal data"
"2632","NWT","sdl",1988-10-13,1988,10,13,0,"NSF proposal data"
"2633","NWT","sdl",1988-10-14,1988,10,14,0,"NSF proposal data"
"2634","NWT","sdl",1988-10-15,1988,10,15,0,"NSF proposal data"
"2635","NWT","sdl",1988-10-16,1988,10,16,0,"NSF proposal data"
"2636","NWT","sdl",1988-10-17,1988,10,17,0,"NSF proposal data"
"2637","NWT","sdl",1988-10-18,1988,10,18,0,"NSF proposal data"
"2638","NWT","sdl",1988-10-19,1988,10,19,1.17,"NSF proposal data"
"2639","NWT","sdl",1988-10-20,1988,10,20,0,"NSF proposal data"
"2640","NWT","sdl",1988-10-21,1988,10,21,0,"NSF proposal data"
"2641","NWT","sdl",1988-10-22,1988,10,22,0,"NSF proposal data"
"2642","NWT","sdl",1988-10-23,1988,10,23,0,"NSF proposal data"
"2643","NWT","sdl",1988-10-24,1988,10,24,0,"NSF proposal data"
"2644","NWT","sdl",1988-10-25,1988,10,25,0,"NSF proposal data"
"2645","NWT","sdl",1988-10-26,1988,10,26,0,"NSF proposal data"
"2646","NWT","sdl",1988-10-27,1988,10,27,0,"NSF proposal data"
"2647","NWT","sdl",1988-10-28,1988,10,28,0,"NSF proposal data"
"2648","NWT","sdl",1988-10-29,1988,10,29,0.39,"NSF proposal data"
"2649","NWT","sdl",1988-10-30,1988,10,30,0,"NSF proposal data"
"2650","NWT","sdl",1988-10-31,1988,10,31,0,"NSF proposal data"
"2651","NWT","sdl",1988-11-01,1988,11,1,0,"NSF proposal data"
"2652","NWT","sdl",1988-11-02,1988,11,2,1.56,"NSF proposal data"
"2653","NWT","sdl",1988-11-03,1988,11,3,9.36,"NSF proposal data"
"2654","NWT","sdl",1988-11-04,1988,11,4,5.07,"NSF proposal data"
"2655","NWT","sdl",1988-11-05,1988,11,5,3.9,"NSF proposal data"
"2656","NWT","sdl",1988-11-06,1988,11,6,4.29,"NSF proposal data"
"2657","NWT","sdl",1988-11-07,1988,11,7,0,"NSF proposal data"
"2658","NWT","sdl",1988-11-08,1988,11,8,1.56,"NSF proposal data"
"2659","NWT","sdl",1988-11-09,1988,11,9,5.07,"NSF proposal data"
"2660","NWT","sdl",1988-11-10,1988,11,10,1.56,"NSF proposal data"
"2661","NWT","sdl",1988-11-11,1988,11,11,10.14,"NSF proposal data"
"2662","NWT","sdl",1988-11-12,1988,11,12,14.43,"NSF proposal data"
"2663","NWT","sdl",1988-11-13,1988,11,13,4.29,"NSF proposal data"
"2664","NWT","sdl",1988-11-14,1988,11,14,0,"NSF proposal data"
"2665","NWT","sdl",1988-11-15,1988,11,15,3.12,"NSF proposal data"
"2666","NWT","sdl",1988-11-16,1988,11,16,18.33,"NSF proposal data"
"2667","NWT","sdl",1988-11-17,1988,11,17,0,"NSF proposal data"
"2668","NWT","sdl",1988-11-18,1988,11,18,0,"NSF proposal data"
"2669","NWT","sdl",1988-11-19,1988,11,19,0,"NSF proposal data"
"2670","NWT","sdl",1988-11-20,1988,11,20,0,"NSF proposal data"
"2671","NWT","sdl",1988-11-21,1988,11,21,0,"NSF proposal data"
"2672","NWT","sdl",1988-11-22,1988,11,22,4.29,"NSF proposal data"
"2673","NWT","sdl",1988-11-23,1988,11,23,0,"NSF proposal data"
"2674","NWT","sdl",1988-11-24,1988,11,24,0,"NSF proposal data"
"2675","NWT","sdl",1988-11-25,1988,11,25,0,"NSF proposal data"
"2676","NWT","sdl",1988-11-26,1988,11,26,0,"NSF proposal data"
"2677","NWT","sdl",1988-11-27,1988,11,27,0,"NSF proposal data"
"2678","NWT","sdl",1988-11-28,1988,11,28,0,"NSF proposal data"
"2679","NWT","sdl",1988-11-29,1988,11,29,13.65,"NSF proposal data"
"2680","NWT","sdl",1988-11-30,1988,11,30,0.78,"NSF proposal data"
"2681","NWT","sdl",1988-12-01,1988,12,1,11.7,"NSF proposal data"
"2682","NWT","sdl",1988-12-02,1988,12,2,0.39,"NSF proposal data"
"2683","NWT","sdl",1988-12-03,1988,12,3,0,"NSF proposal data"
"2684","NWT","sdl",1988-12-04,1988,12,4,0,"NSF proposal data"
"2685","NWT","sdl",1988-12-05,1988,12,5,0,"NSF proposal data"
"2686","NWT","sdl",1988-12-06,1988,12,6,0,"NSF proposal data"
"2687","NWT","sdl",1988-12-07,1988,12,7,3.12,"NSF proposal data"
"2688","NWT","sdl",1988-12-08,1988,12,8,0.39,"NSF proposal data"
"2689","NWT","sdl",1988-12-09,1988,12,9,0,"NSF proposal data"
"2690","NWT","sdl",1988-12-10,1988,12,10,0,"NSF proposal data"
"2691","NWT","sdl",1988-12-11,1988,12,11,0,"NSF proposal data"
"2692","NWT","sdl",1988-12-12,1988,12,12,8.58,"NSF proposal data"
"2693","NWT","sdl",1988-12-13,1988,12,13,0,"NSF proposal data"
"2694","NWT","sdl",1988-12-14,1988,12,14,3.12,"NSF proposal data"
"2695","NWT","sdl",1988-12-15,1988,12,15,5.46,"NSF proposal data"
"2696","NWT","sdl",1988-12-16,1988,12,16,7.8,"NSF proposal data"
"2697","NWT","sdl",1988-12-17,1988,12,17,0,"NSF proposal data"
"2698","NWT","sdl",1988-12-18,1988,12,18,0,"NSF proposal data"
"2699","NWT","sdl",1988-12-19,1988,12,19,10.53,"NSF proposal data"
"2700","NWT","sdl",1988-12-20,1988,12,20,7.41,"NSF proposal data"
"2701","NWT","sdl",1988-12-21,1988,12,21,1.95,"NSF proposal data"
"2702","NWT","sdl",1988-12-22,1988,12,22,9.75,"NSF proposal data"
"2703","NWT","sdl",1988-12-23,1988,12,23,1.95,"NSF proposal data"
"2704","NWT","sdl",1988-12-24,1988,12,24,2.34,"NSF proposal data"
"2705","NWT","sdl",1988-12-25,1988,12,25,1.17,"NSF proposal data"
"2706","NWT","sdl",1988-12-26,1988,12,26,3.9,"NSF proposal data"
"2707","NWT","sdl",1988-12-27,1988,12,27,10.53,"NSF proposal data"
"2708","NWT","sdl",1988-12-28,1988,12,28,10.92,"NSF proposal data"
"2709","NWT","sdl",1988-12-29,1988,12,29,0.39,"NSF proposal data"
"2710","NWT","sdl",1988-12-30,1988,12,30,1.17,"NSF proposal data"
"2711","NWT","sdl",1988-12-31,1988,12,31,0,"NSF proposal data"
"2712","NWT","sdl",1989-01-01,1989,1,1,0,"NSF proposal data"
"2713","NWT","sdl",1989-01-02,1989,1,2,0,"NSF proposal data"
"2714","NWT","sdl",1989-01-03,1989,1,3,0,"NSF proposal data"
"2715","NWT","sdl",1989-01-04,1989,1,4,0,"NSF proposal data"
"2716","NWT","sdl",1989-01-05,1989,1,5,22.62,"NSF proposal data"
"2717","NWT","sdl",1989-01-06,1989,1,6,0.78,"NSF proposal data"
"2718","NWT","sdl",1989-01-07,1989,1,7,1.95,"NSF proposal data"
"2719","NWT","sdl",1989-01-08,1989,1,8,1.95,"NSF proposal data"
"2720","NWT","sdl",1989-01-09,1989,1,9,1.56,"NSF proposal data"
"2721","NWT","sdl",1989-01-10,1989,1,10,0,"NSF proposal data"
"2722","NWT","sdl",1989-01-11,1989,1,11,0.78,"NSF proposal data"
"2723","NWT","sdl",1989-01-12,1989,1,12,0,"NSF proposal data"
"2724","NWT","sdl",1989-01-13,1989,1,13,0,"NSF proposal data"
"2725","NWT","sdl",1989-01-14,1989,1,14,0.78,"NSF proposal data"
"2726","NWT","sdl",1989-01-15,1989,1,15,3.51,"NSF proposal data"
"2727","NWT","sdl",1989-01-16,1989,1,16,0,"NSF proposal data"
"2728","NWT","sdl",1989-01-17,1989,1,17,0,"NSF proposal data"
"2729","NWT","sdl",1989-01-18,1989,1,18,0,"NSF proposal data"
"2730","NWT","sdl",1989-01-19,1989,1,19,0,"NSF proposal data"
"2731","NWT","sdl",1989-01-20,1989,1,20,0,"NSF proposal data"
"2732","NWT","sdl",1989-01-21,1989,1,21,0,"NSF proposal data"
"2733","NWT","sdl",1989-01-22,1989,1,22,0,"NSF proposal data"
"2734","NWT","sdl",1989-01-23,1989,1,23,0,"NSF proposal data"
"2735","NWT","sdl",1989-01-24,1989,1,24,0.78,"NSF proposal data"
"2736","NWT","sdl",1989-01-25,1989,1,25,0.39,"NSF proposal data"
"2737","NWT","sdl",1989-01-26,1989,1,26,0.78,"NSF proposal data"
"2738","NWT","sdl",1989-01-27,1989,1,27,0,"NSF proposal data"
"2739","NWT","sdl",1989-01-28,1989,1,28,5.07,"NSF proposal data"
"2740","NWT","sdl",1989-01-29,1989,1,29,0.78,"NSF proposal data"
"2741","NWT","sdl",1989-01-30,1989,1,30,0,"NSF proposal data"
"2742","NWT","sdl",1989-01-31,1989,1,31,0,"NSF proposal data"
"2743","NWT","sdl",1989-02-01,1989,2,1,0,"NSF proposal data"
"2744","NWT","sdl",1989-02-02,1989,2,2,0.39,"NSF proposal data"
"2745","NWT","sdl",1989-02-03,1989,2,3,3.12,"NSF proposal data"
"2746","NWT","sdl",1989-02-04,1989,2,4,4.29,"NSF proposal data"
"2747","NWT","sdl",1989-02-05,1989,2,5,1.56,"NSF proposal data"
"2748","NWT","sdl",1989-02-06,1989,2,6,0.78,"NSF proposal data"
"2749","NWT","sdl",1989-02-07,1989,2,7,0,"NSF proposal data"
"2750","NWT","sdl",1989-02-08,1989,2,8,0,"NSF proposal data"
"2751","NWT","sdl",1989-02-09,1989,2,9,4.68,"NSF proposal data"
"2752","NWT","sdl",1989-02-10,1989,2,10,6.24,"NSF proposal data"
"2753","NWT","sdl",1989-02-11,1989,2,11,7.02,"NSF proposal data"
"2754","NWT","sdl",1989-02-12,1989,2,12,0.78,"NSF proposal data"
"2755","NWT","sdl",1989-02-13,1989,2,13,2.73,"NSF proposal data"
"2756","NWT","sdl",1989-02-14,1989,2,14,2.34,"NSF proposal data"
"2757","NWT","sdl",1989-02-15,1989,2,15,8.19,"NSF proposal data"
"2758","NWT","sdl",1989-02-16,1989,2,16,0,"NSF proposal data"
"2759","NWT","sdl",1989-02-17,1989,2,17,0,"NSF proposal data"
"2760","NWT","sdl",1989-02-18,1989,2,18,0,"NSF proposal data"
"2761","NWT","sdl",1989-02-19,1989,2,19,1.17,"NSF proposal data"
"2762","NWT","sdl",1989-02-20,1989,2,20,0,"NSF proposal data"
"2763","NWT","sdl",1989-02-21,1989,2,21,3.51,"NSF proposal data"
"2764","NWT","sdl",1989-02-22,1989,2,22,8.58,"NSF proposal data"
"2765","NWT","sdl",1989-02-23,1989,2,23,8.19,"NSF proposal data"
"2766","NWT","sdl",1989-02-24,1989,2,24,1.17,"NSF proposal data"
"2767","NWT","sdl",1989-02-25,1989,2,25,1.95,"NSF proposal data"
"2768","NWT","sdl",1989-02-26,1989,2,26,0,"NSF proposal data"
"2769","NWT","sdl",1989-02-27,1989,2,27,6.24,"NSF proposal data"
"2770","NWT","sdl",1989-02-28,1989,2,28,0.78,"NSF proposal data"
"2771","NWT","sdl",1989-03-01,1989,3,1,0,"NSF proposal data"
"2772","NWT","sdl",1989-03-02,1989,3,2,0.78,"NSF proposal data"
"2773","NWT","sdl",1989-03-03,1989,3,3,4.29,"NSF proposal data"
"2774","NWT","sdl",1989-03-04,1989,3,4,0,"NSF proposal data"
"2775","NWT","sdl",1989-03-05,1989,3,5,2.73,"NSF proposal data"
"2776","NWT","sdl",1989-03-06,1989,3,6,0,"NSF proposal data"
"2777","NWT","sdl",1989-03-07,1989,3,7,0,"NSF proposal data"
"2778","NWT","sdl",1989-03-08,1989,3,8,0,"NSF proposal data"
"2779","NWT","sdl",1989-03-09,1989,3,9,0,"NSF proposal data"
"2780","NWT","sdl",1989-03-10,1989,3,10,0,"NSF proposal data"
"2781","NWT","sdl",1989-03-11,1989,3,11,0,"NSF proposal data"
"2782","NWT","sdl",1989-03-12,1989,3,12,0,"NSF proposal data"
"2783","NWT","sdl",1989-03-13,1989,3,13,1.56,"NSF proposal data"
"2784","NWT","sdl",1989-03-14,1989,3,14,4.68,"NSF proposal data"
"2785","NWT","sdl",1989-03-15,1989,3,15,5.85,"NSF proposal data"
"2786","NWT","sdl",1989-03-16,1989,3,16,0,"NSF proposal data"
"2787","NWT","sdl",1989-03-17,1989,3,17,1.17,"NSF proposal data"
"2788","NWT","sdl",1989-03-18,1989,3,18,0,"NSF proposal data"
"2789","NWT","sdl",1989-03-19,1989,3,19,1.56,"NSF proposal data"
"2790","NWT","sdl",1989-03-20,1989,3,20,0.39,"NSF proposal data"
"2791","NWT","sdl",1989-03-21,1989,3,21,2.34,"NSF proposal data"
"2792","NWT","sdl",1989-03-22,1989,3,22,4.29,"NSF proposal data"
"2793","NWT","sdl",1989-03-23,1989,3,23,0,"NSF proposal data"
"2794","NWT","sdl",1989-03-24,1989,3,24,0,"NSF proposal data"
"2795","NWT","sdl",1989-03-25,1989,3,25,0,"NSF proposal data"
"2796","NWT","sdl",1989-03-26,1989,3,26,0,"NSF proposal data"
"2797","NWT","sdl",1989-03-27,1989,3,27,0,"NSF proposal data"
"2798","NWT","sdl",1989-03-28,1989,3,28,0,"NSF proposal data"
"2799","NWT","sdl",1989-03-29,1989,3,29,3.9,"NSF proposal data"
"2800","NWT","sdl",1989-03-30,1989,3,30,8.58,"NSF proposal data"
"2801","NWT","sdl",1989-03-31,1989,3,31,10.14,"NSF proposal data"
"2802","NWT","sdl",1989-04-01,1989,4,1,3.51,"NSF proposal data"
"2803","NWT","sdl",1989-04-02,1989,4,2,0,"NSF proposal data"
"2804","NWT","sdl",1989-04-03,1989,4,3,0,"NSF proposal data"
"2805","NWT","sdl",1989-04-04,1989,4,4,5.46,"NSF proposal data"
"2806","NWT","sdl",1989-04-05,1989,4,5,15.99,"NSF proposal data"
"2807","NWT","sdl",1989-04-06,1989,4,6,15.21,"NSF proposal data"
"2808","NWT","sdl",1989-04-07,1989,4,7,1.17,"NSF proposal data"
"2809","NWT","sdl",1989-04-08,1989,4,8,0,"NSF proposal data"
"2810","NWT","sdl",1989-04-09,1989,4,9,1.95,"NSF proposal data"
"2811","NWT","sdl",1989-04-10,1989,4,10,0,"NSF proposal data"
"2812","NWT","sdl",1989-04-11,1989,4,11,1.95,"NSF proposal data"
"2813","NWT","sdl",1989-04-12,1989,4,12,0,"NSF proposal data"
"2814","NWT","sdl",1989-04-13,1989,4,13,0,"NSF proposal data"
