"","LTER_site","local_site","date","airtemp_max","tmax_source_cw","airtemp_min","tmin_source_cw","airtemp_mean"
"2967","NWT","sdl",1989-09-13,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"2968","NWT","sdl",1989-09-14,9,"NSF proposal data",-3,"NSF proposal data",3
"2969","NWT","sdl",1989-09-15,11,"NSF proposal data",2,"NSF proposal data",6.5
"2970","NWT","sdl",1989-09-16,13,"NSF proposal data",2,"NSF proposal data",7.5
"2971","NWT","sdl",1989-09-17,15,"NSF proposal data",4,"NSF proposal data",9.5
"2972","NWT","sdl",1989-09-18,12,"NSF proposal data",3,"NSF proposal data",7.5
"2973","NWT","sdl",1989-09-19,10,"NSF proposal data",2,"NSF proposal data",6
"2974","NWT","sdl",1989-09-20,9,"NSF proposal data",-1,"NSF proposal data",4
"2975","NWT","sdl",1989-09-21,4,"NSF proposal data",-3,"NSF proposal data",0.5
"2976","NWT","sdl",1989-09-22,6,"NSF proposal data",-6,"NSF proposal data",0
"2977","NWT","sdl",1989-09-23,11,"NSF proposal data",-3,"NSF proposal data",4
"2978","NWT","sdl",1989-09-24,11,"NSF proposal data",1,"NSF proposal data",6
"2979","NWT","sdl",1989-09-25,11,"NSF proposal data",-3,"NSF proposal data",4
"2980","NWT","sdl",1989-09-26,14,"NSF proposal data",5,"NSF proposal data",9.5
"2981","NWT","sdl",1989-09-27,13,"NSF proposal data",3,"NSF proposal data",8
"2982","NWT","sdl",1989-09-28,12,"NSF proposal data",3,"NSF proposal data",7.5
"2983","NWT","sdl",1989-09-29,13,"NSF proposal data",2,"NSF proposal data",7.5
"2984","NWT","sdl",1989-09-30,14,"NSF proposal data",5,"NSF proposal data",9.5
"2985","NWT","sdl",1989-10-01,7,"NSF proposal data",-4,"NSF proposal data",1.5
"2986","NWT","sdl",1989-10-02,10,"NSF proposal data",-3,"NSF proposal data",3.5
"2987","NWT","sdl",1989-10-03,8,"NSF proposal data",0,"NSF proposal data",4
"2988","NWT","sdl",1989-10-04,4,"NSF proposal data",-4,"NSF proposal data",0
"2989","NWT","sdl",1989-10-05,4,"NSF proposal data",-6,"NSF proposal data",-1
"2990","NWT","sdl",1989-10-06,6,"NSF proposal data",-6,"NSF proposal data",0
"2991","NWT","sdl",1989-10-07,4,"NSF proposal data",-5,"NSF proposal data",-0.5
"2992","NWT","sdl",1989-10-08,7,"NSF proposal data",-3,"NSF proposal data",2
"2993","NWT","sdl",1989-10-09,8,"NSF proposal data",-2,"NSF proposal data",3
"2994","NWT","sdl",1989-10-10,10,"NSF proposal data",0,"NSF proposal data",5
"2995","NWT","sdl",1989-10-11,10,"NSF proposal data",-4,"NSF proposal data",3
"2996","NWT","sdl",1989-10-12,11,"NSF proposal data",3,"NSF proposal data",7
"2997","NWT","sdl",1989-10-13,12,"NSF proposal data",2,"NSF proposal data",7
"2998","NWT","sdl",1989-10-14,10,"NSF proposal data",2,"NSF proposal data",6
"2999","NWT","sdl",1989-10-15,3,"NSF proposal data",-10,"NSF proposal data",-3.5
"3000","NWT","sdl",1989-10-16,-2,"NSF proposal data",-10,"NSF proposal data",-6
"3001","NWT","sdl",1989-10-17,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"3002","NWT","sdl",1989-10-18,-2,"NSF proposal data",-13,"NSF proposal data",-7.5
"3003","NWT","sdl",1989-10-19,6,"NSF proposal data",-8,"NSF proposal data",-1
"3004","NWT","sdl",1989-10-20,1,"NSF proposal data",-3,"NSF proposal data",-1
"3005","NWT","sdl",1989-10-21,3,"NSF proposal data",-3,"NSF proposal data",0
"3006","NWT","sdl",1989-10-22,1,"NSF proposal data",-3,"NSF proposal data",-1
"3007","NWT","sdl",1989-10-23,6,"NSF proposal data",-3,"NSF proposal data",1.5
"3008","NWT","sdl",1989-10-24,8,"NSF proposal data",-1,"NSF proposal data",3.5
"3009","NWT","sdl",1989-10-25,6,"NSF proposal data",0,"NSF proposal data",3
"3010","NWT","sdl",1989-10-26,2,"NSF proposal data",-10,"NSF proposal data",-4
"3011","NWT","sdl",1989-10-27,1,"NSF proposal data",-10,"NSF proposal data",-4.5
"3012","NWT","sdl",1989-10-28,-4,"NSF proposal data",-14,"NSF proposal data",-9
"3013","NWT","sdl",1989-10-29,-11,"NSF proposal data",-16,"NSF proposal data",-13.5
"3014","NWT","sdl",1989-10-30,-10,"NSF proposal data",-15,"NSF proposal data",-12.5
"3015","NWT","sdl",1989-10-31,-6,"NSF proposal data",-15,"NSF proposal data",-10.5
"3016","NWT","sdl",1989-11-01,-12,"NSF proposal data",-19,"NSF proposal data",-15.5
"3017","NWT","sdl",1989-11-02,-7,"NSF proposal data",-14,"NSF proposal data",-10.5
"3018","NWT","sdl",1989-11-03,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3019","NWT","sdl",1989-11-04,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"3020","NWT","sdl",1989-11-05,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3021","NWT","sdl",1989-11-06,-6,"NSF proposal data",-9,"NSF proposal data",-7.5
"3022","NWT","sdl",1989-11-07,-8,"NSF proposal data",-11,"NSF proposal data",-9.5
"3023","NWT","sdl",1989-11-08,-8,"NSF proposal data",-12,"NSF proposal data",-10
"3024","NWT","sdl",1989-11-09,-4,"NSF proposal data",-9,"NSF proposal data",-6.5
"3025","NWT","sdl",1989-11-10,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"3026","NWT","sdl",1989-11-11,2,"NSF proposal data",-1,"NSF proposal data",0.5
"3027","NWT","sdl",1989-11-12,3,"NSF proposal data",-2,"NSF proposal data",0.5
"3028","NWT","sdl",1989-11-13,0,"NSF proposal data",-4,"NSF proposal data",-2
"3029","NWT","sdl",1989-11-14,-3,"NSF proposal data",-16,"NSF proposal data",-9.5
"3030","NWT","sdl",1989-11-15,-12,"NSF proposal data",-17,"NSF proposal data",-14.5
"3031","NWT","sdl",1989-11-16,-6,"NSF proposal data",-12,"NSF proposal data",-9
"3032","NWT","sdl",1989-11-17,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3033","NWT","sdl",1989-11-18,0,"NSF proposal data",-8,"NSF proposal data",-4
"3034","NWT","sdl",1989-11-19,7,"NSF proposal data",-1,"NSF proposal data",3
"3035","NWT","sdl",1989-11-20,12,"NSF proposal data",3,"NSF proposal data",7.5
"3036","NWT","sdl",1989-11-21,7,"NSF proposal data",-7,"NSF proposal data",0
"3037","NWT","sdl",1989-11-22,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3038","NWT","sdl",1989-11-23,-2,"NSF proposal data",-6,"NSF proposal data",-4
"3039","NWT","sdl",1989-11-24,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"3040","NWT","sdl",1989-11-25,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3041","NWT","sdl",1989-11-26,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3042","NWT","sdl",1989-11-27,-12,"NSF proposal data",-18,"NSF proposal data",-15
"3043","NWT","sdl",1989-11-28,-10,"NSF proposal data",-20,"NSF proposal data",-15
"3044","NWT","sdl",1989-11-29,0,"NSF proposal data",-11,"NSF proposal data",-5.5
"3045","NWT","sdl",1989-11-30,3,"NSF proposal data",-12,"NSF proposal data",-4.5
"3046","NWT","sdl",1989-12-01,-4,"NSF proposal data",-14,"NSF proposal data",-9
"3047","NWT","sdl",1989-12-02,0,"NSF proposal data",-8,"NSF proposal data",-4
"3048","NWT","sdl",1989-12-03,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
"3049","NWT","sdl",1989-12-04,-3,"NSF proposal data",-7,"NSF proposal data",-5
"3050","NWT","sdl",1989-12-05,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3051","NWT","sdl",1989-12-06,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3052","NWT","sdl",1989-12-07,-10,"NSF proposal data",-15,"NSF proposal data",-12.5
"3053","NWT","sdl",1989-12-08,-5,"NSF proposal data",-13,"NSF proposal data",-9
"3054","NWT","sdl",1989-12-09,-6,"NSF proposal data",-12,"NSF proposal data",-9
"3055","NWT","sdl",1989-12-10,-12,"NSF proposal data",-22,"NSF proposal data",-17
"3056","NWT","sdl",1989-12-11,-20,"NSF proposal data",-23,"NSF proposal data",-21.5
"3057","NWT","sdl",1989-12-12,-18,"NSF proposal data",-21,"NSF proposal data",-19.5
"3058","NWT","sdl",1989-12-13,-15,"NSF proposal data",-18,"NSF proposal data",-16.5
"3059","NWT","sdl",1989-12-14,-11,"NSF proposal data",-16,"NSF proposal data",-13.5
"3060","NWT","sdl",1989-12-15,-12,"NSF proposal data",-16,"NSF proposal data",-14
"3061","NWT","sdl",1989-12-16,-16,"NSF proposal data",-20,"NSF proposal data",-18
"3062","NWT","sdl",1989-12-17,-16,"NSF proposal data",-21,"NSF proposal data",-18.5
"3063","NWT","sdl",1989-12-18,-16,"NSF proposal data",-22,"NSF proposal data",-19
"3064","NWT","sdl",1989-12-19,-13,"NSF proposal data",-19,"NSF proposal data",-16
"3065","NWT","sdl",1989-12-20,-10,"NSF proposal data",-13,"NSF proposal data",-11.5
"3066","NWT","sdl",1989-12-21,-12,"NSF proposal data",-17,"NSF proposal data",-14.5
"3067","NWT","sdl",1989-12-22,-9,"NSF proposal data",-20,"NSF proposal data",-14.5
"3068","NWT","sdl",1989-12-23,-4,"NSF proposal data",-10,"NSF proposal data",-7
"3069","NWT","sdl",1989-12-24,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"3070","NWT","sdl",1989-12-25,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"3071","NWT","sdl",1989-12-26,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3072","NWT","sdl",1989-12-27,2,"NSF proposal data",-7,"NSF proposal data",-2.5
"3073","NWT","sdl",1989-12-28,-7,"NSF proposal data",-14,"NSF proposal data",-10.5
"3074","NWT","sdl",1989-12-29,-8,"NSF proposal data",-15,"NSF proposal data",-11.5
"3075","NWT","sdl",1989-12-30,-14,"NSF proposal data",-18,"NSF proposal data",-16
"3076","NWT","sdl",1989-12-31,-8,"NSF proposal data",-19,"NSF proposal data",-13.5
"3077","NWT","sdl",1990-01-01,-5,"NSF proposal data",-11,"NSF proposal data",-8
"3078","NWT","sdl",1990-01-02,-7,"NSF proposal data",-13,"NSF proposal data",-10
"3079","NWT","sdl",1990-01-03,-10,"NSF proposal data",-20,"NSF proposal data",-15
"3080","NWT","sdl",1990-01-04,-14,"NSF proposal data",-19,"NSF proposal data",-16.5
"3081","NWT","sdl",1990-01-05,-9,"NSF proposal data",-18,"NSF proposal data",-13.5
"3082","NWT","sdl",1990-01-06,-4,"NSF proposal data",-10,"NSF proposal data",-7
"3083","NWT","sdl",1990-01-07,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3084","NWT","sdl",1990-01-08,-4,"NSF proposal data",-10,"NSF proposal data",-7
"3085","NWT","sdl",1990-01-09,-5,"NSF proposal data",-7,"NSF proposal data",-6
"3086","NWT","sdl",1990-01-10,0,"NSF proposal data",-6,"NSF proposal data",-3
"3087","NWT","sdl",1990-01-11,-3,"NSF proposal data",-6,"NSF proposal data",-4.5
"3088","NWT","sdl",1990-01-12,0,"NSF proposal data",-9,"NSF proposal data",-4.5
"3089","NWT","sdl",1990-01-13,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3090","NWT","sdl",1990-01-14,-8,"NSF proposal data",-10,"NSF proposal data",-9
"3091","NWT","sdl",1990-01-15,-5,"NSF proposal data",-14,"NSF proposal data",-9.5
"3092","NWT","sdl",1990-01-16,-11,"NSF proposal data",-15,"NSF proposal data",-13
"3093","NWT","sdl",1990-01-17,-10,"NSF proposal data",-17,"NSF proposal data",-13.5
"3094","NWT","sdl",1990-01-18,-7,"NSF proposal data",-17,"NSF proposal data",-12
"3095","NWT","sdl",1990-01-19,-11,"NSF proposal data",-17,"NSF proposal data",-14
"3096","NWT","sdl",1990-01-20,-11,"NSF proposal data",-17,"NSF proposal data",-14
"3097","NWT","sdl",1990-01-21,-5,"NSF proposal data",-13,"NSF proposal data",-9
"3098","NWT","sdl",1990-01-22,-2,"NSF proposal data",-12,"NSF proposal data",-7
"3099","NWT","sdl",1990-01-23,-12,"NSF proposal data",-15,"NSF proposal data",-13.5
"3100","NWT","sdl",1990-01-24,-16,"NSF proposal data",-21,"NSF proposal data",-18.5
"3101","NWT","sdl",1990-01-25,-11,"NSF proposal data",-22,"NSF proposal data",-16.5
"3102","NWT","sdl",1990-01-26,-4,"NSF proposal data",-18,"NSF proposal data",-11
"3103","NWT","sdl",1990-01-27,-19,"NSF proposal data",-23,"NSF proposal data",-21
"3104","NWT","sdl",1990-01-28,-16,"NSF proposal data",-21,"NSF proposal data",-18.5
"3105","NWT","sdl",1990-01-29,-14,"NSF proposal data",-18,"NSF proposal data",-16
"3106","NWT","sdl",1990-01-30,-9,"NSF proposal data",-18,"NSF proposal data",-13.5
"3107","NWT","sdl",1990-01-31,-8,"NSF proposal data",-12,"NSF proposal data",-10
"3108","NWT","sdl",1990-02-01,-9,"NSF proposal data",-12,"NSF proposal data",-10.5
"3109","NWT","sdl",1990-02-02,-11,"NSF proposal data",-19,"NSF proposal data",-15
"3110","NWT","sdl",1990-02-03,-9,"NSF proposal data",-19,"NSF proposal data",-14
"3111","NWT","sdl",1990-02-04,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3112","NWT","sdl",1990-02-05,-6,"NSF proposal data",-12,"NSF proposal data",-9
"3113","NWT","sdl",1990-02-06,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"3114","NWT","sdl",1990-02-07,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3115","NWT","sdl",1990-02-08,-10,"NSF proposal data",-17,"NSF proposal data",-13.5
"3116","NWT","sdl",1990-02-09,-11,"NSF proposal data",-17,"NSF proposal data",-14
"3117","NWT","sdl",1990-02-10,-9,"NSF proposal data",-13,"NSF proposal data",-11
"3118","NWT","sdl",1990-02-11,4,"NSF proposal data",-9,"NSF proposal data",-2.5
"3119","NWT","sdl",1990-02-12,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"3120","NWT","sdl",1990-02-13,-7,"NSF proposal data",-20,"NSF proposal data",-13.5
"3121","NWT","sdl",1990-02-14,-8,"NSF proposal data",-21,"NSF proposal data",-14.5
"3122","NWT","sdl",1990-02-15,-17,"NSF proposal data",-26,"NSF proposal data",-21.5
"3123","NWT","sdl",1990-02-16,-15,"NSF proposal data",-25,"NSF proposal data",-20
"3124","NWT","sdl",1990-02-17,-13,"NSF proposal data",-16,"NSF proposal data",-14.5
"3125","NWT","sdl",1990-02-18,-8,"NSF proposal data",-14,"NSF proposal data",-11
"3126","NWT","sdl",1990-02-19,-7,"NSF proposal data",-16,"NSF proposal data",-11.5
"3127","NWT","sdl",1990-02-20,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"3128","NWT","sdl",1990-02-21,-8,"NSF proposal data",-14,"NSF proposal data",-11
"3129","NWT","sdl",1990-02-22,-9,"NSF proposal data",-13,"NSF proposal data",-11
"3130","NWT","sdl",1990-02-23,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3131","NWT","sdl",1990-02-24,-2,"NSF proposal data",-8,"NSF proposal data",-5
"3132","NWT","sdl",1990-02-25,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"3133","NWT","sdl",1990-02-26,-2,"NSF proposal data",-9,"NSF proposal data",-5.5
"3134","NWT","sdl",1990-02-27,-2,"NSF proposal data",-14,"NSF proposal data",-8
"3135","NWT","sdl",1990-02-28,-3,"NSF proposal data",-14,"NSF proposal data",-8.5
"3136","NWT","sdl",1990-03-01,-7,"NSF proposal data",-11,"NSF proposal data",-9
"3137","NWT","sdl",1990-03-02,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3138","NWT","sdl",1990-03-03,-3,"NSF proposal data",-9,"NSF proposal data",-6
"3139","NWT","sdl",1990-03-04,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"3140","NWT","sdl",1990-03-05,-3,"NSF proposal data",-11,"NSF proposal data",-7
"3141","NWT","sdl",1990-03-06,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"3142","NWT","sdl",1990-03-07,-10,"NSF proposal data",-14,"NSF proposal data",-12
"3143","NWT","sdl",1990-03-08,-4,"NSF proposal data",-10,"NSF proposal data",-7
"3144","NWT","sdl",1990-03-09,1,"NSF proposal data",-6,"NSF proposal data",-2.5
"3145","NWT","sdl",1990-03-10,2,"NSF proposal data",-6,"NSF proposal data",-2
"3146","NWT","sdl",1990-03-11,2,"NSF proposal data",-7,"NSF proposal data",-2.5
"3147","NWT","sdl",1990-03-12,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"3148","NWT","sdl",1990-03-13,-8,"NSF proposal data",-18,"NSF proposal data",-13
"3149","NWT","sdl",1990-03-14,-15,"NSF proposal data",-20,"NSF proposal data",-17.5
"3150","NWT","sdl",1990-03-15,-13,"NSF proposal data",-17,"NSF proposal data",-15
"3151","NWT","sdl",1990-03-16,-11,"NSF proposal data",-15,"NSF proposal data",-13
"3152","NWT","sdl",1990-03-17,-7,"NSF proposal data",-12,"NSF proposal data",-9.5
"3153","NWT","sdl",1990-03-18,-6,"NSF proposal data",-10,"NSF proposal data",-8
"3154","NWT","sdl",1990-03-19,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"3155","NWT","sdl",1990-03-20,0,"NSF proposal data",-6,"NSF proposal data",-3
"3156","NWT","sdl",1990-03-21,-3,"NSF proposal data",-5,"NSF proposal data",-4
"3157","NWT","sdl",1990-03-22,0,"NSF proposal data",-6,"NSF proposal data",-3
"3158","NWT","sdl",1990-03-23,-2,"NSF proposal data",-8,"NSF proposal data",-5
"3159","NWT","sdl",1990-03-24,-1,"NSF proposal data",-11,"NSF proposal data",-6
"3160","NWT","sdl",1990-03-25,-2,"NSF proposal data",-10,"NSF proposal data",-6
"3161","NWT","sdl",1990-03-26,0,"NSF proposal data",-6,"NSF proposal data",-3
"3162","NWT","sdl",1990-03-27,3,"NSF proposal data",-6,"NSF proposal data",-1.5
"3163","NWT","sdl",1990-03-28,-2,"NSF proposal data",-11,"NSF proposal data",-6.5
"3164","NWT","sdl",1990-03-29,-4,"NSF proposal data",-12,"NSF proposal data",-8
"3165","NWT","sdl",1990-03-30,-3,"NSF proposal data",-11,"NSF proposal data",-7
"3166","NWT","sdl",1990-03-31,-2,"NSF proposal data",-10,"NSF proposal data",-6
"3167","NWT","sdl",1990-04-01,-1,"NSF proposal data",-9,"NSF proposal data",-5
"3168","NWT","sdl",1990-04-02,8,"NSF proposal data",-6,"NSF proposal data",1
"3169","NWT","sdl",1990-04-03,5,"NSF proposal data",-4,"NSF proposal data",0.5
"3170","NWT","sdl",1990-04-04,1,"NSF proposal data",-5,"NSF proposal data",-2
"3171","NWT","sdl",1990-04-05,-4,"NSF proposal data",-11,"NSF proposal data",-7.5
"3172","NWT","sdl",1990-04-06,0,"NSF proposal data",-12,"NSF proposal data",-6
"3173","NWT","sdl",1990-04-07,-2,"NSF proposal data",-7,"NSF proposal data",-4.5
"3174","NWT","sdl",1990-04-08,1,"NSF proposal data",-5,"NSF proposal data",-2
"3175","NWT","sdl",1990-04-09,-1,"NSF proposal data",-8,"NSF proposal data",-4.5
"3176","NWT","sdl",1990-04-10,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3177","NWT","sdl",1990-04-11,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
"3178","NWT","sdl",1990-04-12,-3,"NSF proposal data",-6,"NSF proposal data",-4.5
"3179","NWT","sdl",1990-04-13,-4,"NSF proposal data",-8,"NSF proposal data",-6
"3180","NWT","sdl",1990-04-14,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"3181","NWT","sdl",1990-04-15,4,"NSF proposal data",-2,"NSF proposal data",1
"3182","NWT","sdl",1990-04-16,2,"NSF proposal data",-7,"NSF proposal data",-2.5
"3183","NWT","sdl",1990-04-17,4,"NSF proposal data",-3,"NSF proposal data",0.5
"3184","NWT","sdl",1990-04-18,2,"NSF proposal data",-4,"NSF proposal data",-1
"3185","NWT","sdl",1990-04-19,0,"NSF proposal data",-6,"NSF proposal data",-3
"3186","NWT","sdl",1990-04-20,5,"NSF proposal data",-5,"NSF proposal data",0
"3187","NWT","sdl",1990-04-21,7,"NSF proposal data",-2,"NSF proposal data",2.5
"3188","NWT","sdl",1990-04-22,5,"NSF proposal data",0,"NSF proposal data",2.5
"3189","NWT","sdl",1990-04-23,4,"NSF proposal data",-4,"NSF proposal data",0
"3190","NWT","sdl",1990-04-24,2,"NSF proposal data",-5,"NSF proposal data",-1.5
"3191","NWT","sdl",1990-04-25,0,"NSF proposal data",-7,"NSF proposal data",-3.5
"3192","NWT","sdl",1990-04-26,-5,"NSF proposal data",-12,"NSF proposal data",-8.5
"3193","NWT","sdl",1990-04-27,-5,"NSF proposal data",-13,"NSF proposal data",-9
"3194","NWT","sdl",1990-04-28,1,"NSF proposal data",-12,"NSF proposal data",-5.5
"3195","NWT","sdl",1990-04-29,-10,"NSF proposal data",-15,"NSF proposal data",-12.5
"3196","NWT","sdl",1990-04-30,-5,"NSF proposal data",-14,"NSF proposal data",-9.5
"3197","NWT","sdl",1990-05-01,0,"NSF proposal data",-13,"NSF proposal data",-6.5
"3198","NWT","sdl",1990-05-02,2,"NSF proposal data",-6,"NSF proposal data",-2
"3199","NWT","sdl",1990-05-03,-3,"NSF proposal data",-10,"NSF proposal data",-6.5
"3200","NWT","sdl",1990-05-04,1,"NSF proposal data",-10,"NSF proposal data",-4.5
"3201","NWT","sdl",1990-05-05,2,"NSF proposal data",-10,"NSF proposal data",-4
"3202","NWT","sdl",1990-05-06,6,"NSF proposal data",-3,"NSF proposal data",1.5
"3203","NWT","sdl",1990-05-07,6,"NSF proposal data",-2,"NSF proposal data",2
"3204","NWT","sdl",1990-05-08,1,"NSF proposal data",-12,"NSF proposal data",-5.5
"3205","NWT","sdl",1990-05-09,-6,"NSF proposal data",-13,"NSF proposal data",-9.5
"3206","NWT","sdl",1990-05-10,5,"NSF proposal data",-8,"NSF proposal data",-1.5
"3207","NWT","sdl",1990-05-11,1,"NSF proposal data",-5,"NSF proposal data",-2
"3208","NWT","sdl",1990-05-12,-1,"NSF proposal data",-6,"NSF proposal data",-3.5
"3209","NWT","sdl",1990-05-13,2,"NSF proposal data",-3,"NSF proposal data",-0.5
"3210","NWT","sdl",1990-05-14,5,"NSF proposal data",-3,"NSF proposal data",1
"3211","NWT","sdl",1990-05-15,-1,"NSF proposal data",-7,"NSF proposal data",-4
"3212","NWT","sdl",1990-05-16,-6,"NSF proposal data",-8,"NSF proposal data",-7
"3213","NWT","sdl",1990-05-17,4,"NSF proposal data",-6,"NSF proposal data",-1
"3214","NWT","sdl",1990-05-18,5,"NSF proposal data",-3,"NSF proposal data",1
"3215","NWT","sdl",1990-05-19,5,"NSF proposal data",-3,"NSF proposal data",1
"3216","NWT","sdl",1990-05-20,2,"NSF proposal data",-3,"NSF proposal data",-0.5
"3217","NWT","sdl",1990-05-21,8,"NSF proposal data",-1,"NSF proposal data",3.5
"3218","NWT","sdl",1990-05-22,9,"NSF proposal data",2,"NSF proposal data",5.5
"3219","NWT","sdl",1990-05-23,9,"NSF proposal data",3,"NSF proposal data",6
"3220","NWT","sdl",1990-05-24,9,"NSF proposal data",0,"NSF proposal data",4.5
"3221","NWT","sdl",1990-05-25,8,"NSF proposal data",0,"NSF proposal data",4
"3222","NWT","sdl",1990-05-26,5,"NSF proposal data",-2,"NSF proposal data",1.5
"3223","NWT","sdl",1990-05-27,4,"NSF proposal data",-2,"NSF proposal data",1
"3224","NWT","sdl",1990-05-28,9,"NSF proposal data",0,"NSF proposal data",4.5
"3225","NWT","sdl",1990-05-29,2,"NSF proposal data",-2,"NSF proposal data",0
"3226","NWT","sdl",1990-05-30,4,"NSF proposal data",-2,"NSF proposal data",1
"3227","NWT","sdl",1990-05-31,7,"NSF proposal data",-2,"NSF proposal data",2.5
"3228","NWT","sdl",1990-06-01,7,"NSF proposal data",-9,"NSF proposal data",-1
"3229","NWT","sdl",1990-06-02,2,"NSF proposal data",-10,"NSF proposal data",-4
"3230","NWT","sdl",1990-06-03,8,"NSF proposal data",-2,"NSF proposal data",3
"3231","NWT","sdl",1990-06-04,12,"NSF proposal data",5,"NSF proposal data",8.5
"3232","NWT","sdl",1990-06-05,13,"NSF proposal data",4,"NSF proposal data",8.5
"3233","NWT","sdl",1990-06-06,13,"NSF proposal data",4,"NSF proposal data",8.5
"3234","NWT","sdl",1990-06-07,11,"NSF proposal data",4,"NSF proposal data",7.5
"3235","NWT","sdl",1990-06-08,13,"NSF proposal data",3,"NSF proposal data",8
"3236","NWT","sdl",1990-06-09,15,"NSF proposal data",5,"NSF proposal data",10
"3237","NWT","sdl",1990-06-10,11,"NSF proposal data",3,"NSF proposal data",7
"3238","NWT","sdl",1990-06-11,12,"NSF proposal data",2,"NSF proposal data",7
"3239","NWT","sdl",1990-06-12,7,"NSF proposal data",0,"NSF proposal data",3.5
"3240","NWT","sdl",1990-06-13,9,"NSF proposal data",0,"NSF proposal data",4.5
"3241","NWT","sdl",1990-06-14,12,"NSF proposal data",2,"NSF proposal data",7
"3242","NWT","sdl",1990-06-15,12,"NSF proposal data",3,"NSF proposal data",7.5
"3243","NWT","sdl",1990-06-16,8,"NSF proposal data",0,"NSF proposal data",4
"3244","NWT","sdl",1990-06-17,11,"NSF proposal data",0,"NSF proposal data",5.5
"3245","NWT","sdl",1990-06-18,17,"NSF proposal data",5,"NSF proposal data",11
"3246","NWT","sdl",1990-06-19,10,"NSF proposal data",3,"NSF proposal data",6.5
"3247","NWT","sdl",1990-06-20,12,"NSF proposal data",1,"NSF proposal data",6.5
"3248","NWT","sdl",1990-06-21,11,"NSF proposal data",4,"NSF proposal data",7.5
"3249","NWT","sdl",1990-06-22,14,"NSF proposal data",4,"NSF proposal data",9
"3250","NWT","sdl",1990-06-23,18,"NSF proposal data",7,"NSF proposal data",12.5
"3251","NWT","sdl",1990-06-24,18,"NSF proposal data",9,"NSF proposal data",13.5
"3252","NWT","sdl",1990-06-25,18,"NSF proposal data",7,"NSF proposal data",12.5
"3253","NWT","sdl",1990-06-26,18,"NSF proposal data",7,"NSF proposal data",12.5
"3254","NWT","sdl",1990-06-27,19,"NSF proposal data",10,"NSF proposal data",14.5
"3255","NWT","sdl",1990-06-28,20,"NSF proposal data",7,"NSF proposal data",13.5
"3256","NWT","sdl",1990-06-29,20,"NSF proposal data",8,"NSF proposal data",14
"3257","NWT","sdl",1990-06-30,21,"NSF proposal data",5,"NSF proposal data",13
"3258","NWT","sdl",1990-07-01,21,"NSF proposal data",10,"NSF proposal data",15.5
"3259","NWT","sdl",1990-07-02,21,"NSF proposal data",10,"NSF proposal data",15.5
"3260","NWT","sdl",1990-07-03,13,"NSF proposal data",6,"NSF proposal data",9.5
"3261","NWT","sdl",1990-07-04,14,"NSF proposal data",5,"NSF proposal data",9.5
"3262","NWT","sdl",1990-07-05,13,"NSF proposal data",4,"NSF proposal data",8.5
"3263","NWT","sdl",1990-07-06,16,"NSF proposal data",5,"NSF proposal data",10.5
"3264","NWT","sdl",1990-07-07,13,"NSF proposal data",5,"NSF proposal data",9
"3265","NWT","sdl",1990-07-08,9,"NSF proposal data",5,"NSF proposal data",7
"3266","NWT","sdl",1990-07-09,13,"NSF proposal data",5,"NSF proposal data",9
"3267","NWT","sdl",1990-07-10,15,"NSF proposal data",5,"NSF proposal data",10
"3268","NWT","sdl",1990-07-11,12,"NSF proposal data",3,"NSF proposal data",7.5
"3269","NWT","sdl",1990-07-12,10,"NSF proposal data",2,"NSF proposal data",6
