LTER_site,local_site,date,yr,mon,doy,met,sdl_temp,sdl_flag,sdl_qatemp,qa_flag,daysflat
NWT,sdl,1990-10-06,1990,10,279,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1990-10-07,1990,10,280,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1990-10-08,1990,10,281,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1990-10-09,1990,10,282,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1990-10-10,1990,10,283,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-10-11,1990,10,284,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1990-10-12,1990,10,285,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1990-10-13,1990,10,286,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1990-10-14,1990,10,287,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1990-10-15,1990,10,288,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-10-16,1990,10,289,airtemp_max,7,NA,7,NA,NA
NWT,sdl,1990-10-17,1990,10,290,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1990-10-18,1990,10,291,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-10-19,1990,10,292,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-10-20,1990,10,293,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1990-10-21,1990,10,294,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1990-10-22,1990,10,295,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1990-10-23,1990,10,296,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1990-10-24,1990,10,297,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-10-25,1990,10,298,airtemp_max,7,NA,7,NA,NA
NWT,sdl,1990-10-26,1990,10,299,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1990-10-27,1990,10,300,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-10-28,1990,10,301,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-10-29,1990,10,302,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1990-10-30,1990,10,303,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-10-31,1990,10,304,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1990-11-01,1990,11,305,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-11-02,1990,11,306,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1990-11-03,1990,11,307,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1990-11-04,1990,11,308,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-11-05,1990,11,309,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1990-11-06,1990,11,310,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1990-11-07,1990,11,311,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1990-11-08,1990,11,312,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1990-11-09,1990,11,313,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1990-11-10,1990,11,314,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1990-11-11,1990,11,315,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1990-11-12,1990,11,316,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1990-11-13,1990,11,317,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-11-14,1990,11,318,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1990-11-15,1990,11,319,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-11-16,1990,11,320,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1990-11-17,1990,11,321,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-11-18,1990,11,322,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1990-11-19,1990,11,323,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-11-20,1990,11,324,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1990-11-21,1990,11,325,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1990-11-22,1990,11,326,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-11-23,1990,11,327,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1990-11-24,1990,11,328,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1990-11-25,1990,11,329,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1990-11-26,1990,11,330,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1990-11-27,1990,11,331,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1990-11-28,1990,11,332,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1990-11-29,1990,11,333,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1990-11-30,1990,11,334,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1990-12-01,1990,12,335,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-02,1990,12,336,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1990-12-03,1990,12,337,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-04,1990,12,338,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1990-12-05,1990,12,339,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1990-12-06,1990,12,340,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1990-12-07,1990,12,341,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1990-12-08,1990,12,342,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1990-12-09,1990,12,343,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1990-12-10,1990,12,344,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1990-12-11,1990,12,345,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1990-12-12,1990,12,346,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1990-12-13,1990,12,347,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-14,1990,12,348,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-15,1990,12,349,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1990-12-16,1990,12,350,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-17,1990,12,351,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1990-12-18,1990,12,352,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1990-12-19,1990,12,353,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1990-12-20,1990,12,354,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1990-12-21,1990,12,355,airtemp_max,-20,NA,-20,NA,NA
NWT,sdl,1990-12-22,1990,12,356,airtemp_max,-27,NA,-27,NA,NA
NWT,sdl,1990-12-23,1990,12,357,airtemp_max,-23,NA,-23,NA,NA
NWT,sdl,1990-12-24,1990,12,358,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1990-12-25,1990,12,359,airtemp_max,-18,NA,-18,NA,NA
NWT,sdl,1990-12-26,1990,12,360,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1990-12-27,1990,12,361,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1990-12-28,1990,12,362,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1990-12-29,1990,12,363,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1990-12-30,1990,12,364,airtemp_max,-10,1,-10,NA,NA
NWT,sdl,1990-12-31,1990,12,365,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-01-01,1991,1,1,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1991-01-02,1991,1,2,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-01-03,1991,1,3,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-01-04,1991,1,4,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1991-01-05,1991,1,5,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-01-06,1991,1,6,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-01-07,1991,1,7,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-01-08,1991,1,8,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1991-01-09,1991,1,9,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-01-10,1991,1,10,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-01-11,1991,1,11,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1991-01-12,1991,1,12,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-01-13,1991,1,13,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-01-14,1991,1,14,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-01-15,1991,1,15,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-01-16,1991,1,16,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1991-01-17,1991,1,17,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-01-18,1991,1,18,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-01-19,1991,1,19,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-01-20,1991,1,20,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1991-01-21,1991,1,21,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-01-22,1991,1,22,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1991-01-23,1991,1,23,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1991-01-24,1991,1,24,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1991-01-25,1991,1,25,airtemp_max,-17,NA,-17,NA,NA
NWT,sdl,1991-01-26,1991,1,26,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1991-01-27,1991,1,27,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1991-01-28,1991,1,28,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1991-01-29,1991,1,29,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1991-01-30,1991,1,30,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1991-01-31,1991,1,31,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-01,1991,2,32,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-02-02,1991,2,33,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-02-03,1991,2,34,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-04,1991,2,35,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-02-05,1991,2,36,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-02-06,1991,2,37,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-02-07,1991,2,38,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-02-08,1991,2,39,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1991-02-09,1991,2,40,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1991-02-10,1991,2,41,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-02-11,1991,2,42,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-02-12,1991,2,43,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-02-13,1991,2,44,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-02-14,1991,2,45,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-02-15,1991,2,46,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-16,1991,2,47,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-17,1991,2,48,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1991-02-18,1991,2,49,airtemp_max,-11,NA,-11,NA,NA
NWT,sdl,1991-02-19,1991,2,50,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-02-20,1991,2,51,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-02-21,1991,2,52,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-22,1991,2,53,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-02-23,1991,2,54,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-02-24,1991,2,55,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-02-25,1991,2,56,airtemp_max,-13,NA,-13,NA,NA
NWT,sdl,1991-02-26,1991,2,57,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-02-27,1991,2,58,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-02-28,1991,2,59,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-03-01,1991,3,60,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-03-02,1991,3,61,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-03-03,1991,3,62,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1991-03-04,1991,3,63,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1991-03-05,1991,3,64,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-03-06,1991,3,65,airtemp_max,-14,NA,-14,NA,NA
NWT,sdl,1991-03-07,1991,3,66,airtemp_max,-16,NA,-16,NA,NA
NWT,sdl,1991-03-08,1991,3,67,airtemp_max,-15,NA,-15,NA,NA
NWT,sdl,1991-03-09,1991,3,68,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-03-10,1991,3,69,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-03-11,1991,3,70,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-03-12,1991,3,71,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-03-13,1991,3,72,airtemp_max,-6,NA,-6,NA,NA
NWT,sdl,1991-03-14,1991,3,73,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-03-15,1991,3,74,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-03-16,1991,3,75,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-03-17,1991,3,76,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-03-18,1991,3,77,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-03-19,1991,3,78,airtemp_max,0,1,0,NA,NA
NWT,sdl,1991-03-20,1991,3,79,airtemp_max,-9,1,-9,NA,NA
NWT,sdl,1991-03-21,1991,3,80,airtemp_max,-5,1,-5,NA,NA
NWT,sdl,1991-03-22,1991,3,81,airtemp_max,-10,1,-10,NA,NA
NWT,sdl,1991-03-23,1991,3,82,airtemp_max,-5,1,-5,NA,NA
NWT,sdl,1991-03-24,1991,3,83,airtemp_max,0,1,0,NA,NA
NWT,sdl,1991-03-25,1991,3,84,airtemp_max,0,1,0,NA,NA
NWT,sdl,1991-03-26,1991,3,85,airtemp_max,-5,1,-5,NA,NA
NWT,sdl,1991-03-27,1991,3,86,airtemp_max,-12,NA,-12,NA,NA
NWT,sdl,1991-03-28,1991,3,87,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-03-29,1991,3,88,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-03-30,1991,3,89,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-03-31,1991,3,90,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-04-01,1991,4,91,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-04-02,1991,4,92,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-04-03,1991,4,93,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-04-04,1991,4,94,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1991-04-05,1991,4,95,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1991-04-06,1991,4,96,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-04-07,1991,4,97,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-04-08,1991,4,98,airtemp_max,-8,NA,-8,NA,NA
NWT,sdl,1991-04-09,1991,4,99,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-04-10,1991,4,100,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-04-11,1991,4,101,airtemp_max,-9,NA,-9,NA,NA
NWT,sdl,1991-04-12,1991,4,102,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-04-13,1991,4,103,airtemp_max,-10,NA,-10,NA,NA
NWT,sdl,1991-04-14,1991,4,104,airtemp_max,0,NA,0,NA,NA
NWT,sdl,1991-04-15,1991,4,105,airtemp_max,1,1,1,NA,NA
NWT,sdl,1991-04-16,1991,4,106,airtemp_max,3,1,3,NA,NA
NWT,sdl,1991-04-17,1991,4,107,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-04-18,1991,4,108,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-04-19,1991,4,109,airtemp_max,-3,NA,-3,NA,NA
NWT,sdl,1991-04-20,1991,4,110,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-04-21,1991,4,111,airtemp_max,-5,NA,-5,NA,NA
NWT,sdl,1991-04-22,1991,4,112,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-04-23,1991,4,113,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-04-24,1991,4,114,airtemp_max,0,1,0,NA,NA
NWT,sdl,1991-04-25,1991,4,115,airtemp_max,2,1,2,NA,NA
NWT,sdl,1991-04-26,1991,4,116,airtemp_max,-9,1,-9,NA,NA
NWT,sdl,1991-04-27,1991,4,117,airtemp_max,-8,1,-8,NA,NA
NWT,sdl,1991-04-28,1991,4,118,airtemp_max,-7,1,-7,NA,NA
NWT,sdl,1991-04-29,1991,4,119,airtemp_max,-7,1,-7,NA,NA
NWT,sdl,1991-04-30,1991,4,120,airtemp_max,-7,1,-7,NA,NA
NWT,sdl,1991-05-01,1991,5,121,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-05-02,1991,5,122,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-05-03,1991,5,123,airtemp_max,-2,NA,-2,NA,NA
NWT,sdl,1991-05-04,1991,5,124,airtemp_max,-4,NA,-4,NA,NA
NWT,sdl,1991-05-05,1991,5,125,airtemp_max,-7,NA,-7,NA,NA
NWT,sdl,1991-05-06,1991,5,126,airtemp_max,-1,NA,-1,NA,NA
NWT,sdl,1991-05-07,1991,5,127,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-05-08,1991,5,128,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-09,1991,5,129,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-10,1991,5,130,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-11,1991,5,131,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-12,1991,5,132,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-05-13,1991,5,133,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-05-14,1991,5,134,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-15,1991,5,135,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-05-16,1991,5,136,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1991-05-17,1991,5,137,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-05-18,1991,5,138,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1991-05-19,1991,5,139,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-05-20,1991,5,140,airtemp_max,7,NA,7,NA,NA
NWT,sdl,1991-05-21,1991,5,141,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-05-22,1991,5,142,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1991-05-23,1991,5,143,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1991-05-24,1991,5,144,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-05-25,1991,5,145,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-05-26,1991,5,146,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-05-27,1991,5,147,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-05-28,1991,5,148,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-05-29,1991,5,149,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-05-30,1991,5,150,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-05-31,1991,5,151,airtemp_max,4,NA,4,NA,NA
NWT,sdl,1991-06-01,1991,6,152,airtemp_max,3,NA,3,NA,NA
NWT,sdl,1991-06-02,1991,6,153,airtemp_max,2,NA,2,NA,NA
NWT,sdl,1991-06-03,1991,6,154,airtemp_max,1,NA,1,NA,NA
NWT,sdl,1991-06-04,1991,6,155,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-06-05,1991,6,156,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-06-06,1991,6,157,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-06-07,1991,6,158,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-06-08,1991,6,159,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-06-09,1991,6,160,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-06-10,1991,6,161,airtemp_max,7,NA,7,NA,NA
NWT,sdl,1991-06-11,1991,6,162,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-06-12,1991,6,163,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-06-13,1991,6,164,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-06-14,1991,6,165,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-06-15,1991,6,166,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-06-16,1991,6,167,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-06-17,1991,6,168,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-06-18,1991,6,169,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-06-19,1991,6,170,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-06-20,1991,6,171,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-06-21,1991,6,172,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-06-22,1991,6,173,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-06-23,1991,6,174,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-06-24,1991,6,175,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-06-25,1991,6,176,airtemp_max,17,NA,17,NA,NA
NWT,sdl,1991-06-26,1991,6,177,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-06-27,1991,6,178,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-06-28,1991,6,179,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-06-29,1991,6,180,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-06-30,1991,6,181,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-07-01,1991,7,182,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-07-02,1991,7,183,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-03,1991,7,184,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-04,1991,7,185,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-07-05,1991,7,186,airtemp_max,16,NA,16,NA,NA
NWT,sdl,1991-07-06,1991,7,187,airtemp_max,18,NA,18,NA,NA
NWT,sdl,1991-07-07,1991,7,188,airtemp_max,16,NA,16,NA,NA
NWT,sdl,1991-07-08,1991,7,189,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-09,1991,7,190,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-10,1991,7,191,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-11,1991,7,192,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-07-12,1991,7,193,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-13,1991,7,194,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-07-14,1991,7,195,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-07-15,1991,7,196,airtemp_max,17,NA,17,NA,NA
NWT,sdl,1991-07-16,1991,7,197,airtemp_max,16,NA,16,NA,NA
NWT,sdl,1991-07-17,1991,7,198,airtemp_max,17,NA,17,NA,NA
NWT,sdl,1991-07-18,1991,7,199,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-07-19,1991,7,200,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-07-20,1991,7,201,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-07-21,1991,7,202,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-07-22,1991,7,203,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-07-23,1991,7,204,airtemp_max,6,NA,6,NA,NA
NWT,sdl,1991-07-24,1991,7,205,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-07-25,1991,7,206,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-07-26,1991,7,207,airtemp_max,8,NA,8,NA,NA
NWT,sdl,1991-07-27,1991,7,208,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-07-28,1991,7,209,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-07-29,1991,7,210,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-07-30,1991,7,211,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-07-31,1991,7,212,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-08-01,1991,8,213,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-08-02,1991,8,214,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-03,1991,8,215,airtemp_max,5,NA,5,NA,NA
NWT,sdl,1991-08-04,1991,8,216,airtemp_max,10,NA,10,NA,NA
NWT,sdl,1991-08-05,1991,8,217,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-06,1991,8,218,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-08-07,1991,8,219,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-08-08,1991,8,220,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-09,1991,8,221,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-10,1991,8,222,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-11,1991,8,223,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-08-12,1991,8,224,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-13,1991,8,225,airtemp_max,11,NA,11,NA,NA
NWT,sdl,1991-08-14,1991,8,226,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-08-15,1991,8,227,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-16,1991,8,228,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-17,1991,8,229,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-18,1991,8,230,airtemp_max,12,NA,12,NA,NA
NWT,sdl,1991-08-19,1991,8,231,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-08-20,1991,8,232,airtemp_max,9,NA,9,NA,NA
NWT,sdl,1991-08-21,1991,8,233,airtemp_max,13,NA,13,NA,NA
NWT,sdl,1991-08-22,1991,8,234,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-08-23,1991,8,235,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-08-24,1991,8,236,airtemp_max,15,NA,15,NA,NA
NWT,sdl,1991-08-25,1991,8,237,airtemp_max,14,NA,14,NA,NA
NWT,sdl,1991-08-26,1991,8,238,airtemp_max,16,NA,16,NA,NA
